"ANO","ELECCION","CODIGO_ESTADO","ESTADO","SECCION","CC1_GOB17","CC2_GOB17","CC3_GOB17","PAN","PNA","PRD","PRI","PSI","PT","PUDC","PVEM"
"2017","gob",5,"coahuila",413,30,5,0,142,9,1,152,2,0,1,2
"2017","gob",5,"coahuila",414,27,3,0,94,3,3,122,1,9,1,3
"2017","gob",5,"coahuila",414,15,2,0,119,5,3,100,0,5,3,3
"2017","gob",5,"coahuila",414,20,1,0,109,4,1,115,2,13,0,5
"2017","gob",5,"coahuila",415,44,7,0,156,3,4,155,2,7,0,2
"2017","gob",5,"coahuila",415,46,5,0,139,5,3,150,0,7,1,3
"2017","gob",5,"coahuila",416,32,3,1,173,3,2,152,0,5,0,4
"2017","gob",5,"coahuila",416,39,0,0,154,4,3,134,1,5,0,1
"2017","gob",5,"coahuila",417,21,1,0,82,0,2,77,0,3,2,1
"2017","gob",5,"coahuila",417,28,4,0,102,1,2,81,1,0,1,3
"2017","gob",5,"coahuila",418,30,1,0,102,3,2,109,3,5,0,4
"2017","gob",5,"coahuila",419,31,8,0,165,6,6,103,0,1,3,4
"2017","gob",5,"coahuila",419,36,2,0,151,6,4,116,1,6,0,1
"2017","gob",5,"coahuila",420,25,3,0,123,1,6,112,1,1,1,0
"2017","gob",5,"coahuila",420,25,1,0,106,1,4,103,1,2,1,2
"2017","gob",5,"coahuila",421,0,0,0,89,0,4,117,0,1,0,0
"2017","gob",5,"coahuila",421,16,3,0,80,3,1,131,3,6,0,5
"2017","gob",5,"coahuila",422,29,0,0,145,1,2,224,0,5,0,3
"2017","gob",5,"coahuila",422,26,3,0,158,6,6,202,2,3,2,6
"2017","gob",5,"coahuila",423,6,1,0,64,0,2,68,1,10,1,5
"2017","gob",5,"coahuila",424,13,0,0,113,7,5,140,2,6,0,4
"2017","gob",5,"coahuila",424,11,1,0,141,2,5,138,1,5,0,2
"2017","gob",5,"coahuila",425,57,1,0,106,0,4,82,2,3,0,2
"2017","gob",5,"coahuila",425,52,1,0,105,1,3,83,2,2,0,1
"2017","gob",5,"coahuila",426,30,1,0,95,0,1,129,2,5,2,1
"2017","gob",5,"coahuila",426,24,2,0,92,4,1,138,0,4,4,1
"2017","gob",5,"coahuila",427,18,0,0,65,1,3,118,2,3,0,1
"2017","gob",5,"coahuila",427,20,0,0,85,0,1,106,2,3,0,1
"2017","gob",5,"coahuila",428,43,7,1,134,3,1,87,1,3,0,2
"2017","gob",5,"coahuila",428,37,0,0,132,2,4,95,0,2,1,2
"2017","gob",5,"coahuila",429,39,1,0,109,3,11,80,0,1,0,1
"2017","gob",5,"coahuila",429,42,0,0,146,0,5,67,0,1,2,0
"2017","gob",5,"coahuila",430,19,4,0,85,0,2,95,1,4,1,7
"2017","gob",5,"coahuila",430,15,4,0,77,2,3,101,1,4,0,0
"2017","gob",5,"coahuila",430,23,3,0,80,3,1,103,0,2,1,1
"2017","gob",5,"coahuila",431,32,1,0,111,1,5,105,4,5,1,1
"2017","gob",5,"coahuila",431,31,3,0,112,1,3,125,2,3,0,2
"2017","gob",5,"coahuila",431,31,2,0,105,1,1,125,2,6,0,3
"2017","gob",5,"coahuila",431,19,4,0,111,2,2,126,1,0,0,2
"2017","gob",5,"coahuila",431,22,4,0,129,0,3,125,3,6,0,3
"2017","gob",5,"coahuila",431,30,6,0,114,3,6,123,1,5,2,4
"2017","gob",5,"coahuila",431,33,2,0,106,6,2,118,0,6,3,2
"2017","gob",5,"coahuila",431,36,2,0,108,2,2,125,0,6,2,2
"2017","gob",5,"coahuila",431,16,4,0,123,2,3,117,0,5,2,6
"2017","gob",5,"coahuila",432,26,3,0,87,1,4,121,1,4,0,1
"2017","gob",5,"coahuila",432,25,2,1,76,1,3,98,0,4,0,2
"2017","gob",5,"coahuila",433,36,6,0,113,1,2,121,2,4,0,5
"2017","gob",5,"coahuila",433,37,8,0,116,2,5,105,0,1,0,1
"2017","gob",5,"coahuila",433,17,2,0,116,1,6,111,0,4,0,2
"2017","gob",5,"coahuila",434,43,4,0,132,7,1,100,2,5,0,1
"2017","gob",5,"coahuila",434,42,0,0,138,2,3,98,0,4,0,3
"2017","gob",5,"coahuila",435,32,4,0,159,2,3,108,2,3,0,2
"2017","gob",5,"coahuila",436,43,3,0,128,3,10,85,1,2,0,3
"2017","gob",5,"coahuila",436,55,4,0,142,4,4,89,0,1,1,2
"2017","gob",5,"coahuila",436,50,5,0,124,0,1,93,0,4,0,4
"2017","gob",5,"coahuila",436,32,5,0,137,1,3,96,0,1,1,2
"2017","gob",5,"coahuila",436,42,5,0,109,1,6,85,2,5,1,1
"2017","gob",5,"coahuila",436,35,6,0,18,5,4,95,1,2,1,3
"2017","gob",5,"coahuila",437,20,5,0,102,0,0,128,2,3,0,2
"2017","gob",5,"coahuila",437,22,6,0,89,4,5,131,0,2,1,3
"2017","gob",5,"coahuila",437,18,4,0,102,0,3,116,1,3,1,5
"2017","gob",5,"coahuila",438,42,1,0,118,4,5,142,6,5,1,7
"2017","gob",5,"coahuila",438,43,13,0,114,6,4,119,3,7,0,2
"2017","gob",5,"coahuila",438,36,9,0,129,4,3,120,1,3,1,6
"2017","gob",5,"coahuila",439,43,4,0,147,8,4,71,1,4,0,0
"2017","gob",5,"coahuila",439,44,2,0,142,4,3,94,0,2,0,3
"2017","gob",5,"coahuila",440,28,3,0,134,3,3,215,1,3,0,1
"2017","gob",5,"coahuila",441,36,3,0,95,0,3,98,0,5,0,2
"2017","gob",5,"coahuila",441,37,2,0,114,2,4,79,0,5,0,3
"2017","gob",5,"coahuila",442,15,0,0,105,2,0,85,2,1,0,0
"2017","gob",5,"coahuila",444,31,0,0,191,0,20,125,0,8,9,2
"2017","gob",5,"coahuila",444,33,0,1,187,2,10,135,0,4,13,0
"2017","gob",5,"coahuila",445,38,1,0,134,2,7,126,0,5,6,0
"2017","gob",5,"coahuila",445,16,0,1,125,2,4,106,0,1,1,2
"2017","gob",5,"coahuila",446,32,0,0,180,1,18,118,0,9,8,0
"2017","gob",5,"coahuila",446,17,1,0,170,1,16,127,1,4,1,0
"2017","gob",5,"coahuila",447,21,0,0,141,0,16,95,0,7,10,2
"2017","gob",5,"coahuila",447,27,0,0,132,0,12,115,0,8,3,0
"2017","gob",5,"coahuila",448,22,0,0,151,2,37,125,0,5,13,2
"2017","gob",5,"coahuila",448,13,0,0,144,2,35,155,0,7,9,0
"2017","gob",5,"coahuila",449,5,0,0,142,0,27,97,0,6,5,1
"2017","gob",5,"coahuila",449,6,1,0,118,0,22,129,0,7,6,0
"2017","gob",5,"coahuila",450,21,0,0,155,1,4,134,1,9,53,3
"2017","gob",5,"coahuila",450,14,0,0,164,7,2,143,1,11,58,2
"2017","gob",5,"coahuila",450,21,1,0,151,7,1,148,3,5,44,2
"2017","gob",5,"coahuila",451,9,1,0,127,3,1,100,1,3,46,0
"2017","gob",5,"coahuila",451,18,2,0,149,1,0,105,2,8,52,1
"2017","gob",5,"coahuila",451,17,2,0,157,2,1,116,0,2,48,5
"2017","gob",5,"coahuila",452,20,0,0,151,5,3,181,1,3,64,1
"2017","gob",5,"coahuila",452,16,0,0,150,5,1,171,0,4,56,2
"2017","gob",5,"coahuila",453,30,3,0,137,5,1,157,0,4,33,4
"2017","gob",5,"coahuila",453,28,2,0,136,4,3,166,0,3,22,2
"2017","gob",5,"coahuila",454,28,0,0,165,3,2,163,1,7,54,0
"2017","gob",5,"coahuila",454,11,3,0,164,2,1,166,0,7,52,0
"2017","gob",5,"coahuila",455,32,2,0,116,7,3,135,0,8,25,0
"2017","gob",5,"coahuila",455,37,1,0,127,3,2,138,1,6,34,2
"2017","gob",5,"coahuila",456,14,0,0,123,2,1,153,1,6,25,3
"2017","gob",5,"coahuila",456,32,1,0,112,5,3,151,0,8,38,4
"2017","gob",5,"coahuila",457,35,1,1,123,6,3,141,0,5,23,1
"2017","gob",5,"coahuila",457,23,2,0,146,1,1,121,0,6,31,0
"2017","gob",5,"coahuila",458,32,0,0,115,2,4,139,0,6,41,0
"2017","gob",5,"coahuila",458,32,0,0,124,4,1,145,0,3,32,0
"2017","gob",5,"coahuila",458,39,0,0,103,4,2,166,1,2,22,0
"2017","gob",5,"coahuila",458,42,2,0,119,9,0,147,0,4,27,2
"2017","gob",5,"coahuila",459,26,3,0,122,3,0,125,0,2,21,1
"2017","gob",5,"coahuila",459,18,6,0,128,2,0,122,0,0,19,1
"2017","gob",5,"coahuila",460,25,0,0,120,0,1,138,0,6,0,0
"2017","gob",5,"coahuila",460,32,2,0,124,7,1,116,1,7,31,1
"2017","gob",5,"coahuila",460,23,3,0,124,4,1,133,1,4,42,1
"2017","gob",5,"coahuila",461,31,2,0,147,1,1,166,4,3,29,1
"2017","gob",5,"coahuila",461,16,0,1,149,2,1,187,0,1,32,1
"2017","gob",5,"coahuila",462,52,4,0,100,6,3,102,0,1,23,1
"2017","gob",5,"coahuila",462,33,1,0,129,1,1,106,1,1,21,3
"2017","gob",5,"coahuila",463,45,0,0,147,9,1,136,0,2,43,1
"2017","gob",5,"coahuila",463,47,1,0,133,15,1,140,0,3,23,0
"2017","gob",5,"coahuila",464,40,1,0,103,3,0,121,1,0,12,1
"2017","gob",5,"coahuila",464,28,0,0,88,4,0,127,0,2,9,1
"2017","gob",5,"coahuila",465,38,0,0,118,2,1,102,0,0,15,1
"2017","gob",5,"coahuila",466,55,0,0,125,3,2,117,0,0,21,0
"2017","gob",5,"coahuila",467,35,4,0,105,2,0,157,0,4,24,0
"2017","gob",5,"coahuila",467,24,3,0,125,2,0,145,1,2,33,1
"2017","gob",5,"coahuila",468,21,1,0,110,2,1,158,0,7,30,2
"2017","gob",5,"coahuila",468,11,1,0,120,4,7,185,0,2,31,2
"2017","gob",5,"coahuila",469,5,0,0,136,1,1,148,0,4,22,1
"2017","gob",5,"coahuila",469,28,1,0,96,4,1,151,0,3,29,3
"2017","gob",5,"coahuila",469,23,0,0,90,8,2,151,0,6,35,1
"2017","gob",5,"coahuila",470,24,2,0,109,2,2,156,0,3,29,2
"2017","gob",5,"coahuila",470,18,1,0,137,1,2,152,2,4,35,2
"2017","gob",5,"coahuila",470,14,1,0,127,5,4,142,3,4,32,0
"2017","gob",5,"coahuila",473,10,1,0,68,3,1,95,1,1,18,4
"2017","gob",5,"coahuila",474,7,0,0,117,0,0,167,0,5,23,2
"2017","gob",5,"coahuila",475,21,0,0,192,3,3,150,0,9,56,1
"2017","gob",5,"coahuila",475,16,2,0,149,5,3,179,0,10,24,1
"2017","gob",5,"coahuila",476,6,0,0,113,2,0,120,0,5,22,0
"2017","gob",5,"coahuila",476,6,2,0,104,5,0,132,0,3,23,2
"2017","gob",5,"coahuila",477,9,0,0,102,1,2,133,1,1,39,0
"2017","gob",5,"coahuila",477,7,0,0,102,3,3,120,0,4,19,1
"2017","gob",5,"coahuila",478,17,2,0,103,2,2,153,2,3,11,2
"2017","gob",5,"coahuila",478,17,1,0,103,2,4,168,0,5,16,2
"2017","gob",5,"coahuila",479,24,1,0,124,6,3,145,0,3,29,0
"2017","gob",5,"coahuila",479,25,3,0,130,3,6,153,0,5,22,1
"2017","gob",5,"coahuila",480,9,0,0,112,5,1,127,0,6,46,1
"2017","gob",5,"coahuila",480,6,0,0,122,1,3,112,1,2,24,0
"2017","gob",5,"coahuila",481,8,1,0,115,0,3,175,2,5,39,2
"2017","gob",5,"coahuila",481,13,1,0,124,0,0,175,4,3,41,2
"2017","gob",5,"coahuila",482,9,0,0,128,1,3,107,0,2,33,0
"2017","gob",5,"coahuila",482,7,0,0,119,0,0,105,1,5,44,2
"2017","gob",5,"coahuila",483,14,1,0,89,5,0,151,0,7,15,1
"2017","gob",5,"coahuila",483,17,1,0,134,5,0,111,0,5,28,1
"2017","gob",5,"coahuila",484,7,0,0,84,1,1,91,0,2,26,1
"2017","gob",5,"coahuila",484,10,3,0,101,2,1,81,1,3,24,1
"2017","gob",5,"coahuila",485,10,6,0,159,4,3,165,3,6,45,3
"2017","gob",5,"coahuila",486,9,1,0,109,1,1,138,1,4,32,2
"2017","gob",5,"coahuila",486,13,0,0,100,3,3,116,0,2,25,1
"2017","gob",5,"coahuila",487,5,0,0,127,1,2,124,0,1,43,2
"2017","gob",5,"coahuila",488,6,3,0,102,3,2,141,0,3,29,2
"2017","gob",5,"coahuila",489,15,0,0,84,0,2,156,1,5,29,2
"2017","gob",5,"coahuila",489,15,0,0,103,1,0,143,2,5,39,2
"2017","gob",5,"coahuila",490,5,0,0,124,3,1,119,0,6,59,1
"2017","gob",5,"coahuila",490,4,2,0,106,1,0,126,0,2,52,0
"2017","gob",5,"coahuila",491,4,0,0,65,1,0,88,3,1,7,0
"2017","gob",5,"coahuila",492,0,0,34,170,3,1,229,0,2,42,2
"2017","gob",5,"coahuila",492,26,0,0,184,5,1,249,0,4,29,0
"2017","gob",5,"coahuila",493,24,1,0,122,3,1,184,0,6,16,0
"2017","gob",5,"coahuila",493,19,1,0,118,0,4,162,0,6,12,1
"2017","gob",5,"coahuila",494,10,0,1,76,1,0,172,0,0,7,0
"2017","gob",5,"coahuila",495,11,0,0,84,2,4,156,0,2,11,3
"2017","gob",5,"coahuila",495,4,0,0,86,0,1,147,0,0,12,0
"2017","gob",5,"coahuila",496,5,0,0,136,1,1,148,0,4,22,1
"2017","gob",5,"coahuila",497,20,0,1,113,6,2,202,0,0,16,2
"2017","gob",5,"coahuila",498,17,3,0,87,3,2,154,0,3,15,1
"2017","gob",5,"coahuila",499,6,1,0,76,1,2,138,1,4,7,1
"2017","gob",5,"coahuila",499,6,0,0,87,1,2,137,1,1,19,1
"2017","gob",5,"coahuila",500,17,0,0,121,2,6,137,0,5,1,1
"2017","gob",5,"coahuila",500,7,0,0,117,2,3,146,1,9,2,1
"2017","gob",5,"coahuila",501,19,1,0,170,0,4,193,13,18,0,2
"2017","gob",5,"coahuila",501,14,0,0,128,9,2,209,1,26,0,1
"2017","gob",5,"coahuila",502,13,0,0,94,17,1,134,0,16,2,1
"2017","gob",5,"coahuila",502,10,1,0,107,4,0,120,0,12,0,0
"2017","gob",5,"coahuila",503,10,0,0,129,10,0,119,0,17,1,0
"2017","gob",5,"coahuila",503,2,0,0,128,5,0,133,0,12,8,0
"2017","gob",5,"coahuila",504,6,0,0,34,2,2,122,2,20,1,0
"2017","gob",5,"coahuila",505,12,0,0,154,5,1,318,0,20,0,2
"2017","gob",5,"coahuila",506,4,0,0,32,5,0,34,0,1,0,0
"2017","gob",5,"coahuila",507,0,0,0,24,5,0,61,0,6,1,0
"2017","gob",5,"coahuila",508,52,4,0,154,1,5,91,1,5,40,0
"2017","gob",5,"coahuila",508,38,1,0,155,1,1,132,1,2,41,0
"2017","gob",5,"coahuila",508,29,1,0,132,0,5,117,0,3,40,3
"2017","gob",5,"coahuila",509,31,1,0,100,1,2,90,0,2,20,1
"2017","gob",5,"coahuila",509,26,0,0,106,1,4,91,0,3,18,1
"2017","gob",5,"coahuila",510,62,1,0,169,2,4,146,1,5,33,3
"2017","gob",5,"coahuila",510,60,1,0,161,1,4,134,2,1,34,2
"2017","gob",5,"coahuila",511,73,2,0,123,4,1,119,0,10,13,1
"2017","gob",5,"coahuila",511,62,0,0,127,0,5,98,0,3,16,0
"2017","gob",5,"coahuila",511,66,1,0,145,4,3,124,0,4,13,1
"2017","gob",5,"coahuila",512,39,0,0,140,3,2,163,0,4,14,4
"2017","gob",5,"coahuila",512,34,2,0,138,2,3,140,0,3,26,7
"2017","gob",5,"coahuila",512,50,1,0,134,4,0,175,1,3,16,4
"2017","gob",5,"coahuila",513,44,3,0,135,4,2,134,0,3,19,2
"2017","gob",5,"coahuila",513,58,1,0,130,0,1,119,1,3,16,2
"2017","gob",5,"coahuila",514,62,0,0,91,2,1,94,0,4,14,1
"2017","gob",5,"coahuila",514,61,0,0,79,2,1,107,0,3,12,2
"2017","gob",5,"coahuila",515,32,0,0,113,2,4,118,1,6,14,3
"2017","gob",5,"coahuila",515,25,0,0,117,1,3,135,2,1,12,2
"2017","gob",5,"coahuila",515,39,2,0,118,1,2,129,0,1,23,0
"2017","gob",5,"coahuila",516,59,0,0,141,2,5,157,0,4,18,1
"2017","gob",5,"coahuila",516,46,0,0,141,2,1,166,0,3,14,4
"2017","gob",5,"coahuila",516,60,0,0,132,1,3,170,0,5,14,0
"2017","gob",5,"coahuila",517,63,1,0,77,0,4,102,1,2,11,1
"2017","gob",5,"coahuila",517,54,1,0,83,0,3,139,1,1,16,2
"2017","gob",5,"coahuila",518,50,0,0,139,4,5,151,1,3,21,3
"2017","gob",5,"coahuila",518,54,0,0,135,4,3,163,2,8,19,3
"2017","gob",5,"coahuila",518,52,0,0,124,12,2,190,0,9,21,3
"2017","gob",5,"coahuila",519,43,3,0,113,1,10,121,1,3,8,5
"2017","gob",5,"coahuila",519,20,2,0,91,3,14,75,2,3,8,4
"2017","gob",5,"coahuila",519,38,1,0,86,2,10,79,0,5,5,2
"2017","gob",5,"coahuila",520,30,0,0,87,1,14,98,0,2,7,3
"2017","gob",5,"coahuila",521,29,0,0,46,3,0,74,1,0,3,4
"2017","gob",5,"coahuila",523,33,1,0,91,1,1,57,0,1,13,0
"2017","gob",5,"coahuila",526,21,2,0,63,7,9,118,2,0,6,0
"2017","gob",5,"coahuila",526,16,0,0,79,6,5,125,3,0,3,1
"2017","gob",5,"coahuila",526,14,0,0,68,4,9,99,2,0,4,0
"2017","gob",5,"coahuila",527,21,2,0,85,7,6,135,2,1,8,2
"2017","gob",5,"coahuila",527,17,0,0,74,7,7,138,2,1,2,0
"2017","gob",5,"coahuila",528,0,1,0,18,2,2,82,0,2,2,1
"2017","gob",5,"coahuila",529,0,0,1,5,4,0,34,0,0,1,0
"2017","gob",5,"coahuila",529,0,0,0,8,0,0,40,0,0,1,2
"2017","gob",5,"coahuila",530,3,0,0,41,5,1,56,0,2,7,0
"2017","gob",5,"coahuila",531,1,0,0,15,6,0,41,0,0,3,1
"2017","gob",5,"coahuila",532,11,0,0,91,3,2,189,4,4,3,4
"2017","gob",5,"coahuila",532,6,1,0,91,1,4,168,2,2,4,4
"2017","gob",5,"coahuila",534,0,0,0,26,2,1,65,0,1,0,0
"2017","gob",5,"coahuila",535,0,0,0,6,4,3,41,1,0,2,1
"2017","gob",5,"coahuila",536,2,0,0,12,0,2,32,2,1,2,1
"2017","gob",5,"coahuila",537,2,0,0,20,1,4,39,0,2,3,1
"2017","gob",5,"coahuila",539,14,0,0,89,5,0,106,1,3,1,3
"2017","gob",5,"coahuila",540,15,1,0,165,2,1,132,1,3,2,1
"2017","gob",5,"coahuila",540,6,0,0,91,0,3,126,0,0,0,0
"2017","gob",5,"coahuila",542,60,2,0,109,31,7,251,5,7,8,36
"2017","gob",5,"coahuila",542,45,4,0,134,32,6,208,8,4,14,38
"2017","gob",5,"coahuila",542,48,3,0,129,24,6,211,8,9,10,30
"2017","gob",5,"coahuila",542,55,2,0,109,41,2,239,6,5,9,24
"2017","gob",5,"coahuila",543,76,2,0,147,38,4,202,7,8,9,26
"2017","gob",5,"coahuila",543,78,2,0,138,40,4,225,1,3,9,30
"2017","gob",5,"coahuila",543,52,2,0,138,35,4,222,0,7,6,31
"2017","gob",5,"coahuila",543,64,3,4,199,18,8,118,0,5,3,2
"2017","gob",5,"coahuila",544,30,1,0,107,30,6,202,6,6,6,36
"2017","gob",5,"coahuila",544,41,1,0,76,34,5,231,4,7,3,30
"2017","gob",5,"coahuila",545,26,1,0,84,28,5,182,3,2,11,36
"2017","gob",5,"coahuila",545,34,0,0,92,24,4,179,3,6,6,31
"2017","gob",5,"coahuila",545,23,1,0,91,23,2,200,6,3,12,30
"2017","gob",5,"coahuila",546,14,1,0,83,14,2,161,3,5,4,17
"2017","gob",5,"coahuila",546,19,0,0,87,19,2,151,6,7,8,23
"2017","gob",5,"coahuila",547,36,0,0,74,21,5,156,0,5,5,22
"2017","gob",5,"coahuila",547,20,3,0,89,16,3,147,2,7,11,11
"2017","gob",5,"coahuila",548,24,1,0,76,21,6,172,4,6,8,38
"2017","gob",5,"coahuila",548,22,3,0,57,22,6,161,10,7,4,24
"2017","gob",5,"coahuila",548,29,2,0,67,28,4,174,5,3,7,35
"2017","gob",5,"coahuila",549,42,0,0,95,22,3,204,2,7,11,30
"2017","gob",5,"coahuila",549,22,2,0,104,28,4,206,1,8,13,32
"2017","gob",5,"coahuila",549,50,0,0,92,26,2,206,1,6,6,33
"2017","gob",5,"coahuila",550,39,1,0,96,47,1,199,3,4,4,33
"2017","gob",5,"coahuila",550,42,3,0,109,35,4,182,3,5,8,23
"2017","gob",5,"coahuila",551,34,0,0,91,8,3,109,0,1,5,12
"2017","gob",5,"coahuila",551,43,0,0,109,21,1,117,0,2,7,13
"2017","gob",5,"coahuila",552,19,0,0,101,24,4,157,6,5,8,40
"2017","gob",5,"coahuila",552,19,0,0,83,0,2,156,24,4,7,34
"2017","gob",5,"coahuila",553,23,0,0,99,21,2,135,0,4,11,16
"2017","gob",5,"coahuila",553,24,0,0,83,28,4,163,3,5,5,38
"2017","gob",5,"coahuila",554,39,0,1,89,26,5,157,5,0,6,37
"2017","gob",5,"coahuila",554,30,0,0,81,20,7,129,3,2,2,30
"2017","gob",5,"coahuila",555,67,1,0,125,16,5,196,2,9,7,48
"2017","gob",5,"coahuila",556,36,1,0,133,47,8,206,4,3,7,21
"2017","gob",5,"coahuila",557,37,3,0,103,49,3,250,6,5,8,39
"2017","gob",5,"coahuila",557,56,0,0,103,23,5,191,4,12,8,30
"2017","gob",5,"coahuila",557,52,3,0,112,41,5,202,5,15,2,21
"2017","gob",5,"coahuila",557,41,0,0,52,37,6,218,2,15,4,38
"2017","gob",5,"coahuila",558,30,3,0,135,33,5,239,3,7,9,65
"2017","gob",5,"coahuila",558,26,2,0,137,30,7,235,8,5,11,52
"2017","gob",5,"coahuila",559,25,4,0,116,38,3,232,5,12,9,45
"2017","gob",5,"coahuila",559,28,2,0,102,40,8,253,4,10,10,51
"2017","gob",5,"coahuila",560,8,0,0,22,4,6,220,2,1,5,39
"2017","gob",5,"coahuila",561,3,0,0,8,9,1,46,0,0,1,7
"2017","gob",5,"coahuila",562,2,0,0,12,23,5,200,1,1,3,21
"2017","gob",5,"coahuila",563,3,0,0,44,12,11,78,0,2,13,8
"2017","gob",5,"coahuila",564,10,0,0,25,0,4,65,6,0,2,4
"2017","gob",5,"coahuila",565,13,0,0,30,27,18,248,0,2,4,18
"2017","gob",5,"coahuila",566,2,0,0,9,10,5,131,10,3,2,3
"2017","gob",5,"coahuila",566,0,0,0,12,8,1,161,1,3,1,7
"2017","gob",5,"coahuila",566,0,0,0,18,4,1,46,17,1,1,4
"2017","gob",5,"coahuila",567,8,0,0,71,28,0,221,0,2,10,15
"2017","gob",5,"coahuila",567,4,1,0,73,31,2,226,2,4,5,13
"2017","gob",5,"coahuila",568,10,1,0,66,14,1,125,3,2,11,12
"2017","gob",5,"coahuila",569,5,0,0,33,68,5,240,1,6,3,45
"2017","gob",5,"coahuila",569,6,1,0,38,59,1,250,6,4,5,41
"2017","gob",5,"coahuila",570,2,0,0,4,17,0,134,2,0,1,17
"2017","gob",5,"coahuila",571,9,0,0,50,38,3,233,3,2,7,37
"2017","gob",5,"coahuila",571,8,1,0,40,36,1,241,3,4,2,43
"2017","gob",5,"coahuila",573,14,0,0,21,22,0,115,8,0,4,20
"2017","gob",5,"coahuila",573,0,0,0,11,10,0,113,3,1,1,13
"2017","gob",5,"coahuila",574,0,0,0,13,17,0,128,0,4,1,12
"2017","gob",5,"coahuila",575,0,0,0,15,70,1,162,4,5,3,12
"2017","gob",5,"coahuila",576,0,0,0,7,0,0,34,4,0,1,1
"2017","gob",5,"coahuila",577,63,2,2,125,2,2,92,1,6,3,4
"2017","gob",5,"coahuila",577,77,4,2,107,1,8,109,2,4,0,0
"2017","gob",5,"coahuila",577,60,5,6,111,1,5,93,3,7,2,4
"2017","gob",5,"coahuila",577,56,5,0,112,0,8,106,3,4,1,5
"2017","gob",5,"coahuila",577,81,3,0,97,2,1,114,2,1,2,4
"2017","gob",5,"coahuila",578,41,6,0,139,4,3,66,0,2,2,5
"2017","gob",5,"coahuila",578,81,1,1,111,0,0,75,2,4,1,6
"2017","gob",5,"coahuila",579,58,3,0,91,3,2,138,4,5,0,5
"2017","gob",5,"coahuila",580,73,3,0,108,2,5,97,1,5,1,1
"2017","gob",5,"coahuila",580,73,5,0,110,3,5,115,3,3,5,7
"2017","gob",5,"coahuila",580,70,6,0,112,4,5,145,0,5,3,10
"2017","gob",5,"coahuila",580,53,3,0,104,4,5,134,0,6,1,5
"2017","gob",5,"coahuila",580,78,3,0,113,1,4,124,2,8,1,7
"2017","gob",5,"coahuila",580,58,3,10,113,0,4,117,4,9,3,8
"2017","gob",5,"coahuila",580,64,8,1,109,4,8,134,0,3,3,8
"2017","gob",5,"coahuila",580,64,3,1,115,7,3,143,0,8,2,3
"2017","gob",5,"coahuila",580,60,6,0,122,1,4,110,0,9,5,7
"2017","gob",5,"coahuila",580,70,4,0,111,5,7,113,0,9,4,3
"2017","gob",5,"coahuila",581,59,2,0,145,2,2,153,1,4,3,4
"2017","gob",5,"coahuila",581,87,3,2,123,2,4,172,0,6,5,6
"2017","gob",5,"coahuila",581,87,3,0,125,2,3,150,0,2,2,8
"2017","gob",5,"coahuila",582,4,1,2,62,2,3,58,0,2,1,3
"2017","gob",5,"coahuila",583,6,2,0,108,3,0,94,0,5,0,2
"2017","gob",5,"coahuila",584,36,1,0,73,0,3,91,0,1,4,3
"2017","gob",5,"coahuila",585,7,5,1,92,2,5,100,1,4,1,10
"2017","gob",5,"coahuila",585,69,5,0,96,2,4,104,0,4,1,4
"2017","gob",5,"coahuila",585,77,1,1,114,2,4,109,0,7,3,4
"2017","gob",5,"coahuila",586,88,5,1,110,3,1,109,0,10,0,5
"2017","gob",5,"coahuila",586,71,5,0,118,2,1,116,0,4,4,9
"2017","gob",5,"coahuila",586,87,3,0,99,2,4,121,2,3,6,5
"2017","gob",5,"coahuila",586,72,10,3,116,2,3,100,0,4,2,11
"2017","gob",5,"coahuila",586,72,5,1,136,2,3,122,4,8,1,5
"2017","gob",5,"coahuila",586,9,5,0,115,4,3,82,0,4,5,4
"2017","gob",5,"coahuila",586,62,3,1,133,3,6,94,2,3,8,3
"2017","gob",5,"coahuila",586,79,1,0,99,4,4,113,2,5,1,4
"2017","gob",5,"coahuila",587,106,7,0,138,4,3,84,1,11,5,3
"2017","gob",5,"coahuila",587,42,2,0,65,4,4,111,0,5,1,4
"2017","gob",5,"coahuila",587,103,4,0,140,5,3,108,2,7,5,5
"2017","gob",5,"coahuila",587,111,2,0,120,2,2,100,0,9,0,4
"2017","gob",5,"coahuila",587,93,4,0,138,6,5,104,0,6,3,1
"2017","gob",5,"coahuila",587,113,1,0,121,4,2,121,0,7,2,8
"2017","gob",5,"coahuila",587,106,0,17,133,11,3,124,4,8,3,3
"2017","gob",5,"coahuila",587,106,2,0,131,2,7,112,1,6,0,5
"2017","gob",5,"coahuila",587,98,4,0,124,4,3,110,0,9,1,7
"2017","gob",5,"coahuila",588,95,3,0,132,6,6,97,2,7,4,2
"2017","gob",5,"coahuila",588,75,7,4,128,3,5,87,0,3,4,1
"2017","gob",5,"coahuila",588,85,0,0,124,0,6,89,3,12,2,3
"2017","gob",5,"coahuila",589,34,4,0,60,0,1,77,2,1,3,3
"2017","gob",5,"coahuila",590,50,0,0,76,1,3,72,0,3,2,2
"2017","gob",5,"coahuila",591,82,0,0,115,5,4,100,0,2,1,2
"2017","gob",5,"coahuila",592,44,3,0,73,3,0,73,0,3,0,2
"2017","gob",5,"coahuila",593,65,0,0,117,0,1,47,0,1,2,2
"2017","gob",5,"coahuila",593,73,1,0,107,1,2,63,1,2,6,2
