SECCION,GANADOR,CODIGO_ESTADO,MUN_IFE,MUN_INEGI,TOTAL,HOMBRES,MUJERES,HIJOS,ENTIDAD_NAC,ENTIDAD_INM,ENTIDAD_MIG,LIMITACION,ANALFABETISMO,EDUCACION_AV,PEA,NO_SERV_SALUD,MATRIMONIOS,HOGARES,HOGARES_JEFA,HOGARES_POB,AUTO
1244,CPAN,5,35,35,395,48.35443038,51.64556962,2.06,80.75949367,93.6,5.6,6.075949367,0.917431193,52.88461538,48.10126582,34.17721519,46.53179191,133,36.09022556,294.7368421,40.60150376
1245,CPAN,5,35,35,649,46.68721109,53.31278891,1.93,78.89060092,94.38016529,4.297520661,5.701078582,0.775193798,59.26680244,42.83513097,31.58705701,40.69981584,212,41.03773585,298.5849057,47.64150943
1246,CPAN,5,35,35,741,45.88394062,54.11605938,2.14,76.92307692,94.92017417,3.628447025,12.68556005,1.016949153,61.22082585,45.74898785,26.18083671,45.41062802,213,33.33333333,336.1502347,58.68544601
1247,CPAN,5,35,35,1376,49.85465116,50.14534884,2.28,78.85174419,97.4796748,1.707317073,4.433139535,2.982107356,46.39830508,43.75,28.85174419,46.35514019,390,34.87179487,340.5128205,46.92307692
1248,CPRI,5,35,35,437,49.65675057,50.34324943,2.37,84.43935927,95.03722084,3.473945409,8.23798627,3.105590062,40.27303754,43.93592677,25.17162471,50.87719298,114,34.21052632,380.7017544,43.85964912
1249,CPAN,5,35,35,963,49.2211838,50.7788162,2.26,83.59293873,96.66295884,2.002224694,6.022845275,1.643835616,39.17525773,43.71754933,40.91381101,43.67816092,275,35.63636364,348,40.72727273
1250,CPRI,5,35,35,739,49.39106901,50.60893099,2.48,84.57374831,97.90104948,1.649175412,9.742895805,4.315196998,30.84677419,41.13667118,40.1894452,47.13043478,185,27.02702703,392.972973,29.18918919
1251,CPRI,5,35,35,264,51.13636364,48.86363636,2.51,86.36363636,93.6440678,5.93220339,6.439393939,2.222222222,31.76470588,39.01515152,38.63636364,56.18556701,67,23.88059701,394.0298507,40.29850746
1252,CPRI,5,35,35,880,46.81818182,53.18181818,2.21,81.47727273,98.73096447,0.634517766,6.590909091,1.081916538,43.25657895,40.68181818,39.77272727,50.21961933,222,35.58558559,386.9369369,41.89189189
1253,CPRI,5,35,35,525,48.38095238,51.61904762,2.28,79.23809524,96.40591966,3.382663848,9.904761905,4.935064935,38.82681564,43.23809524,38.47619048,45.81280788,146,36.30136986,343.1506849,30.1369863
1254,CPAN,5,35,35,1425,49.12280702,50.87719298,2.34,79.57894737,96.46425826,3.151421983,7.438596491,2.123730379,45.73110893,41.89473684,34.66666667,43.7337943,384,35.41666667,361.71875,45.05208333
1255,CPRI,5,35,35,1133,49.24977935,50.75022065,2.28,74.6690203,97.75051125,1.942740286,7.590467785,0.943396226,47.34239802,39.80582524,26.74315975,47.69921437,313,34.82428115,328.4345048,40.57507987
1256,CPAN,5,35,35,572,46.5034965,53.4965035,1.89,73.77622378,91.18773946,7.85440613,3.146853147,0.873362445,55.65819861,50.17482517,33.21678322,40.46121593,172,35.46511628,321.5116279,44.76744186
1257,CPRI,5,35,35,649,48.84437596,51.15562404,2.57,86.59476117,97.19008264,1.487603306,5.084745763,2.519379845,33.74233129,44.83821263,34.66872111,47.77777778,189,33.33333333,340.2116402,36.50793651
1258,CPRI,5,35,35,1136,46.21478873,53.78521127,2.24,81.95422535,97.8219697,1.136363636,4.841549296,1.84544406,45.56650246,42.16549296,32.3943662,46.32829374,311,36.33440514,364.3086817,41.80064309
1259,CPAN,5,35,35,2158,48.4708063,51.5291937,2.36,82.8081557,96.19047619,3.05764411,6.533827618,1.680672269,45.87563452,42.95644115,27.01575533,46.96195344,567,30.335097,379.0123457,47.44268078
1261,CPRI,5,35,35,1153,46.92107546,53.07892454,2.4,82.30702515,96.71052632,2.255639098,4.249783174,1.359003398,43.66706876,41.02341717,24.28447528,51.02040816,304,32.23684211,379.2763158,46.71052632
1262,CPRI,5,35,35,476,51.2605042,48.7394958,2.56,84.87394958,97.0917226,2.237136465,8.613445378,3.296703297,34.32835821,43.27731092,38.02521008,49.61038961,132,33.33333333,360.6060606,34.09090909
1263,CPRI,5,35,35,940,49.04255319,50.95744681,2.41,85.74468085,95.84295612,2.771362587,4.574468085,2.877697842,35.48387097,41.17021277,36.06382979,48.85598923,255,36.47058824,368.627451,31.76470588
1264,CPRI,5,35,35,1115,49.50672646,50.49327354,2.68,84.48430493,94.88692232,3.638151426,4.66367713,2.986857826,28.08564232,44.12556054,34.79820628,52.08568207,298,25.83892617,369.1275168,25.16778523
1265,CPRI,5,35,35,238,44.95798319,55.04201681,1.88,81.51260504,96.11650485,0.485436893,5.042016807,2.840909091,50.60240964,41.17647059,33.19327731,44.5026178,62,41.93548387,354.8387097,38.70967742
1266,CPRI,5,35,35,1225,49.30612245,50.69387755,2.38,83.83673469,98.53345555,0.54995417,5.06122449,2.750275028,38.2629108,41.3877551,28.57142857,48.39710445,297,29.62962963,393.2659933,37.71043771
1267,CPRI,5,35,35,606,47.19471947,52.80528053,2.38,73.59735974,95.81749049,1.330798479,3.795379538,5.057471264,30.14705882,38.61386139,40.2640264,44.34782609,148,27.7027027,389.1891892,23.64864865
1268,CPAN,5,35,35,1298,45.83975347,54.16024653,1.99,70.18489985,95.73333333,3.733333333,8.012326656,2.074688797,44.35840708,44.53004622,35.82434515,39.96062992,350,40.85714286,324,36.85714286
1269,CPRI,5,35,35,439,49.20273349,50.79726651,2.76,79.49886105,98.41269841,1.587301587,7.517084282,9.152542373,17.30769231,35.99088838,49.43052392,53.37423313,102,36.2745098,418.627451,21.56862745
1270,CPRI,5,35,35,460,51.52173913,48.47826087,3.1,84.7826087,96.32352941,1.470588235,8.260869565,6.07028754,10.9540636,38.26086957,41.95652174,53.98230088,115,27.82608696,400,21.73913043
1271,CPRI,5,35,35,202,51.98019802,48.01980198,2.55,71.78217822,98.94179894,0,20.2970297,10.73825503,15.32846715,36.63366337,42.07920792,52.83018868,51,31.37254902,396.0784314,15.68627451
1272,CPRI,5,35,35,511,49.90215264,50.09784736,2.68,96.86888454,98.50746269,0,6.849315068,1.621621622,16.87116564,42.07436399,33.46379648,52.04081633,118,24.57627119,433.0508475,20.33898305
1273,CPRI,5,35,35,1414,51.13154173,48.86845827,2.58,80.12729844,97.83113865,1.549186677,15.34653465,4.095238095,25.18059856,44.55445545,40.02828854,46.44424934,358,35.19553073,394.972067,28.2122905
1274,CPRI,5,35,35,735,48.97959184,51.02040816,2.05,83.26530612,95.30791789,3.372434018,10.06802721,2.434456929,37.37373737,42.44897959,38.63945578,48.71794872,192,27.08333333,382.8125,31.77083333
1275,CPRI,5,35,35,2177,49.37988057,50.62011943,2.4,80.33991732,96.8968969,2.202202202,12.49425815,2.342786683,30.2587923,43.36242536,38.17179605,44.29145152,602,32.72425249,361.627907,29.2358804
1276,CPRI,5,35,35,533,49.15572233,50.84427767,2.45,83.48968105,98.36065574,1.024590164,8.630393996,3.836317136,30.1369863,39.96247655,38.83677298,48.46335697,141,24.82269504,378.0141844,30.4964539
1277,CPRI,5,35,35,2333,49.12130304,50.87869696,2.58,79.2113159,96.53864391,2.844950213,10.84440634,3.603603604,21.73629243,38.74839263,36.26232319,49.05027933,601,32.11314476,388.1863561,20.79866889
1278,CPRI,5,35,35,896,47.99107143,52.00892857,2.61,78.68303571,97.63681592,1.990049751,9.933035714,4.632587859,15.79861111,39.0625,35.15625,52.21238938,224,28.57142857,398.6607143,24.55357143
1279,CPRI,5,35,35,361,52.07756233,47.92243767,2.81,95.29085873,98.76160991,0,4.709141274,4.453441296,12.44444444,40.72022161,43.2132964,55.07246377,91,31.86813187,396.7032967,15.38461538
1280,CPRI,5,35,35,909,49.9449945,50.0550055,2.67,88.66886689,97.21212121,0.848484848,8.360836084,1.735015773,25.55366269,40.59405941,29.04290429,49.27113703,230,32.17391304,393.9130435,29.13043478
1281,CPRI,5,35,35,664,51.35542169,48.64457831,2.62,83.43373494,97.69357496,1.97693575,7.228915663,1.720430108,24.17840376,39.75903614,38.10240964,52.46548323,162,32.09876543,409.8765432,30.24691358
1282,CPAN,5,35,35,719,48.95688456,51.04311544,2.65,81.08484006,96.94656489,1.832061069,13.90820584,5.172413793,27.84552846,43.8108484,39.36022253,44.81546573,191,37.17277487,374.8691099,32.98429319
1283,CPRI,5,35,35,1950,49.43589744,50.56410256,2.71,81.74358974,97.19573752,1.738642737,13.38461538,3.484320557,24.73841555,41.12820513,43.33333333,47.15871979,488,26.63934426,394.6721311,22.54098361
1284,CPRI,5,35,35,1030,48.6407767,51.3592233,2.68,85.4368932,98.62724393,0.844772967,10,4.504504505,22.5,40.09708738,46.7961165,50.24038462,288,30.55555556,357.6388889,17.01388889
1285,CPRI,5,35,35,789,47.90874525,52.09125475,2.7,86.05830165,98.0474198,1.255230126,6.590621039,3.103448276,23.14647378,39.41698352,38.52978454,52.42718447,224,32.14285714,352.2321429,16.07142857
1286,CPRI,5,35,35,853,50.76201641,49.23798359,2.68,79.71864009,99.47848761,0.260756193,4.68933177,5.396290051,23.23049002,43.25908558,47.59671747,50.15625,193,30.56994819,434.1968912,20.20725389
1287,CPRI,5,35,35,1063,48.73000941,51.26999059,2.49,87.86453434,98.58156028,1.013171226,5.174035748,2.573529412,31.87250996,41.01599247,34.99529633,47.24770642,262,31.29770992,402.2900763,25.95419847
1288,CPRI,5,35,35,491,49.89816701,50.10183299,2.29,91.44602851,98.87892377,0,3.869653768,2.521008403,21.75226586,41.54786151,25.86558045,55.29100529,133,30.82706767,369.1729323,21.80451128
1289,CPRI,5,35,35,885,50.39548023,49.60451977,2.67,86.89265537,99.62453066,0.125156446,3.276836158,2.56,19.75736568,39.88700565,41.69491525,52.60029718,213,23.94366197,412.6760563,13.14553991
1290,CPRI,5,35,35,312,50,50,3.21,85.8974359,97.23183391,1.730103806,5.448717949,3.153153153,22.22222222,37.82051282,22.11538462,50,77,22.07792208,405.1948052,19.48051948
1291,CPRI,5,35,35,480,51.04166667,48.95833333,2.72,85.41666667,99.08675799,0.228310502,8.75,2.366863905,28.4789644,38.54166667,27.08333333,48.64864865,117,37.60683761,407.6923077,42.73504274
1292,CPRI,5,35,35,1057,48.628193,51.371807,2.61,86.37653737,99.26854754,0.417972832,6.433301798,2.230971129,18.19484241,43.42478713,31.78807947,50.3045067,269,33.45724907,391.8215613,23.04832714
1293,CPRI,5,35,35,1809,49.36428966,50.63571034,2.56,84.24543947,97.93438639,1.458080194,3.648424544,4.223227753,23.86081193,39.35876175,29.62962963,50.94207955,472,27.11864407,380.720339,25.63559322
1294,CPRI,5,35,35,676,51.18343195,48.81656805,2.62,76.18343195,97.52475248,1.320132013,3.99408284,7.559395248,17.10213777,42.30769231,34.46745562,52.98804781,164,16.46341463,406.7073171,22.56097561
1295,CPRI,5,35,35,1041,48.51104707,51.48895293,2.5,89.43323727,97.51809721,1.13753878,5.283381364,2.631578947,27.3381295,38.52065322,30.35542747,49.87893462,274,29.19708029,379.9270073,24.08759124
1296,CPRI,5,35,35,1650,48.78787879,51.21212121,2.45,88.36363636,98.81656805,0.657462196,7.575757576,2.555647156,25.57932264,38,32.78787879,49.58301744,445,28.31460674,370.7865169,19.5505618
1297,CPRI,5,35,35,382,47.64397906,52.35602094,2.15,94.5026178,99.70760234,0,5.235602094,2.919708029,25.20325203,40.83769634,31.41361257,54.42176871,101,19.8019802,378.2178218,19.8019802
1298,CPRI,5,35,35,714,47.4789916,52.5210084,2.06,96.21848739,99.8459168,0.154083205,1.820728291,1.547388781,20.80679406,40.19607843,33.33333333,58.58951175,187,20.32085561,381.8181818,37.96791444
1299,CPRI,5,35,35,988,48.27935223,51.72064777,2.25,85.22267206,97.93340987,0.45924225,5.36437247,2.322206096,24.76190476,37.44939271,28.2388664,58.21094793,257,21.40077821,368.0933852,36.96498054
1300,CPRI,5,35,35,1649,47.96846574,52.03153426,2.68,83.26258338,96.95968275,2.181097158,15.10006064,4.286892003,26.20751342,37.90175864,44.81503942,50.88393543,445,36.62921348,370.5617978,26.51685393
1301,CPRI,5,35,35,1378,50.43541364,49.56458636,2.73,84.47024673,96.24,2.64,15.2394775,3.027245207,32.29744728,41.87227866,41.50943396,49.39534884,356,29.7752809,387.0786517,33.70786517
1302,CPRI,5,35,35,810,48.51851852,51.48148148,2.3,86.79012346,98.64864865,0.135135135,15.0617284,2.317880795,32.42753623,38.7654321,42.71604938,51.38461538,221,27.14932127,366.5158371,33.03167421
1303,CPRI,5,35,35,922,48.69848156,51.30151844,2.59,81.99566161,95.71078431,2.205882353,10.62906725,2.821316614,25.77319588,37.31019523,43.60086768,49.2795389,238,25.6302521,387.394958,25.21008403
1304,CPRI,5,35,35,976,49.3852459,50.6147541,2.49,76.8442623,96.42058166,2.908277405,13.7295082,4.196816208,24.41314554,42.82786885,40.98360656,52.91777188,241,26.97095436,404.9792531,25.72614108
1305,CPRI,5,35,35,105,48.57142857,51.42857143,2.73,68.57142857,97.84946237,1.075268817,6.666666667,7.575757576,17.74193548,40.95238095,54.28571429,51.31578947,30,23.33333333,350,6.666666667
1306,CPRI,5,35,35,901,50.83240844,49.16759156,2.69,82.46392897,95.95588235,3.06372549,9.655937847,4.037267081,16.94915254,36.73695893,42.73029967,50.64748201,226,26.99115044,398.6725664,28.31858407
1307,CPRI,5,35,35,1063,50.61147695,49.38852305,2.47,87.01787394,97.31127198,2.171664943,5.926622766,2.983138781,13.43705799,40.26340546,24.45907808,55.10948905,261,20.30651341,407.2796935,27.96934866
1308,CPRI,5,35,35,957,45.24555904,54.75444096,2.38,88.92371996,97.57785467,1.384083045,3.970741902,2.623906706,21.88006483,39.60292581,28.84012539,59.18367347,248,22.17741935,385.8870968,23.38709677
1309,CPRI,5,35,35,376,45.74468085,54.25531915,2.11,87.5,98.54227405,1.166180758,3.989361702,4.6692607,13.55932203,38.56382979,25.26595745,61.64874552,103,19.41747573,365.0485437,20.38834951
1310,CPAN,5,35,35,17724,48.89415482,51.10584518,1.78,81.77612277,94.03242956,4.405901116,2.228616565,0.46609395,56.98978073,39.81042654,21.34958249,64.61049816,4759,21.05484345,363.1645304,59.50830006
1311,CPRI,5,35,35,4409,50.3969154,49.6030846,2.12,75.84486278,93.40025094,5.872020075,4.218643683,0.731635938,54.76413621,42.86686323,21.38806986,50.73754523,1152,23.09027778,369.9652778,59.11458333
1312,CPAN,5,35,35,1819,47.71852666,52.28147334,1.74,76.41561297,92.86165509,5.811749842,2.199010445,0.408830744,63.78091873,41.17647059,17.48213304,57.8349735,485,21.2371134,363.9175258,59.58762887
1313,CPAN,5,35,35,2045,47.67726161,52.32273839,2.48,86.01466993,93.15960912,4.777415852,5.623471883,3.042876902,32.20211161,38.63080685,27.92176039,58.71794872,538,25.46468401,378.4386617,42.93680297
1314,CPAN,5,35,35,36066,49.22087284,50.77912716,1.9,82.83147563,92.49252178,6.470282221,2.093384351,0.938615432,45.49616137,40.86397161,23.92003549,66.49085081,9828,18.53886854,363.6446886,49.80667481
1315,CPRI,5,35,35,536,49.06716418,50.93283582,1.82,78.54477612,93.00847458,6.779661017,1.305970149,0.273224044,59.59302326,37.12686567,19.02985075,49.50738916,136,27.20588235,385.2941176,58.08823529
1316,CPAN,5,35,35,414,53.38164251,46.61835749,2.18,70.04830918,95.66563467,3.715170279,2.415458937,0.371747212,62.24899598,34.7826087,9.420289855,54.03508772,103,21.3592233,326.2135922,67.96116505
1317,CPAN,5,35,35,901,49.61154273,50.38845727,2.06,70.81021088,91.26092385,6.242197253,3.884572697,0.58224163,63.06027821,39.17869034,16.20421754,51.66666667,245,21.63265306,348.1632653,60
1318,CPAN,5,35,35,1338,48.50523169,51.49476831,1.71,76.75635277,91.5282392,6.976744186,2.914798206,0.427807487,70.98265896,43.94618834,16.89088191,54.81049563,367,24.2506812,348.5013624,78.47411444
1319,CPRI,5,35,35,1925,49.76623377,50.23376623,2.32,80.67532468,95.96638655,3.641456583,3.428571429,1.849315068,45.65537555,46.02597403,24.51948052,50.87153002,503,26.24254473,380.9145129,50.09940358
1320,CPAN,5,35,35,6949,48.91351274,51.08648726,1.92,84.54453878,96.15132656,3.193580085,2.978845877,1.11227702,55.36697248,42.73996258,20.31947043,59.32038835,1853,19.37398813,369.1851052,64.92174852
1321,CPRI,5,35,35,1137,50.48372911,49.51627089,2.42,82.58575198,98.15354713,0.583090379,5.716798593,4.579207921,24.4813278,39.31398417,31.48636763,53.4698521,258,18.99224806,422.8682171,40.31007752
1322,CPRI,5,35,35,2131,49.1787893,50.8212107,2.45,81.74565931,96.78589943,1.76257128,4.974190521,4.566512244,29.30029155,40.87282966,31.67526983,55.82822086,499,22.24448898,426.4529058,43.08617234
1323,CPRI,5,35,35,1882,49.41551541,50.58448459,2.85,81.08395324,97.31663685,1.192605844,4.72901169,3.902798233,26.86084142,43.35812965,33.10308183,54.91009682,454,26.43171806,407.9295154,42.95154185
1324,CPRI,5,35,35,1627,47.87953288,52.12046712,2.58,81.06945298,96.48518263,2.412129566,2.397049785,2.717391304,25.56317336,37.06207744,33.68162262,54.79566305,377,28.91246684,425.994695,39.25729443
1325,CPRI,5,35,35,1218,48.76847291,51.23152709,2.6,91.78981938,98.56244385,0.808625337,1.149425287,1.795735129,26.46706587,41.29720854,39.57307061,53.6687631,307,25.08143322,392.8338762,37.45928339
1326,CPRI,5,35,35,2112,47.96401515,52.03598485,2.47,81.72348485,98.09220986,1.377848437,2.178030303,3.313452618,34.31654676,39.44128788,34.51704545,51.2,548,32.84671533,373.9051095,43.06569343
1327,CPRI,5,35,35,1253,48.44373504,51.55626496,2.68,82.68156425,99.02395741,0.976042591,2.952913009,5.308775731,28.36879433,39.34557063,32.40223464,54.02650357,318,34.59119497,387.4213836,40.25157233
1328,CPAN,5,35,35,1057,49.29044465,50.70955535,2.52,80.79470199,99.38080495,0.515995872,1.892147588,1.404853129,40.81346424,43.42478713,37.84295175,49.40191388,268,30.2238806,391.0447761,46.26865672
1329,CPRI,5,35,35,1650,49.39393939,50.60606061,3.03,83.51515152,94.69086022,4.233870968,9.818181818,3.156996587,23.59550562,41.15151515,35.93939394,50.47393365,411,37.95620438,394.8905109,30.90024331
1330,CPRI,5,35,35,1147,48.38709677,51.61290323,2.6,81.08108108,96.45320197,2.955665025,7.236268527,1.234567901,38.08255659,41.32519616,27.72449869,53.67816092,300,27.33333333,372.3333333,48.66666667
1331,CPAN,5,35,35,1222,49.91816694,50.08183306,2.68,82.07855974,97.41763134,1.7809439,2.700490998,4.288939052,29.04411765,43.61702128,35.18821604,52.50800427,309,21.3592233,394.4983819,44.01294498
1332,CPRI,5,35,35,1505,47.04318937,52.95681063,2.54,77.87375415,97.32465654,1.518438178,8.305647841,1.578947368,37.77148253,38.53820598,28.70431894,49.25864909,411,32.84671533,365.4501217,45.01216545
1333,CPAN,5,35,35,984,45.83333333,54.16666667,2.44,78.55691057,96.99570815,2.253218884,7.926829268,1.498127341,52.25464191,46.03658537,28.7601626,44.12811388,326,39.57055215,300.9202454,55.52147239
1334,CPAN,5,35,35,906,46.35761589,53.64238411,2.42,81.45695364,96,3.058823529,6.070640177,1.634877384,48.4804631,47.35099338,27.26269316,44.83660131,265,41.50943396,340.754717,49.05660377
1335,CPAN,5,35,35,565,45.84070796,54.15929204,2.39,79.2920354,96.76190476,2.857142857,6.194690265,0.442477876,43.99038462,47.78761062,36.81415929,43.57894737,164,32.92682927,340.8536585,51.2195122
1336,CPRI,5,35,35,1037,47.92671167,52.07328833,2.73,83.31726133,99.0625,0.9375,6.846673095,2.849740933,32.77545328,42.33365477,27.29026037,54.74189676,269,26.39405204,383.2713755,46.09665428
1337,CPRI,5,35,35,1581,48.13409235,51.86590765,2.68,82.85895003,96.6160221,2.693370166,8.981657179,3.069053708,32.57713249,42.12523719,31.30929791,47.6910828,417,35.25179856,377.6978417,35.73141487
1338,CPRI,5,35,35,1012,48.81422925,51.18577075,2.58,80.63241107,98.6784141,1.101321586,7.608695652,2.533333333,32.33618234,43.28063241,28.95256917,53.70138018,264,28.78787879,376.5151515,46.59090909
1339,CPAN,5,35,35,1391,46.87275341,53.12724659,2.4,80.30194105,95.614722,2.975724354,12.14953271,2.84629981,44.17879418,41.69662114,30.26599569,49.15555556,375,30.4,370.1333333,53.86666667
1340,CPRI,5,35,35,1196,48.41137124,51.58862876,2.58,80.51839465,97.05069124,2.119815668,9.448160535,1.657458564,39.23900119,45.73578595,27.75919732,48.50361197,321,27.10280374,368.847352,49.2211838
1341,CPRI,5,35,35,1381,49.96379435,50.03620565,2.65,82.11440985,97.88789602,1.705930138,8.544532947,3.567787971,26.48044693,38.95727734,35.04706734,56.13701237,340,26.76470588,398.2352941,37.05882353
1342,CPRI,5,35,35,1707,47.86174575,52.13825425,2.78,84.41710603,97.47409326,1.748704663,9.900410076,3.330625508,25.02234138,41.24194493,34.68072642,51.81818182,409,33.49633252,413.6919315,33.7408313
1343,CPRI,5,35,35,2330,48.92703863,51.07296137,2.69,81.80257511,96.56979514,3.09671272,6.180257511,3.216019417,20.92409241,42.5751073,39.27038627,52.65808618,566,29.15194346,409.540636,32.86219081
1344,CPRI,5,35,35,1005,50.04975124,49.95024876,2.63,85.17412935,99.20273349,0.569476082,2.189054726,3.896103896,14.79750779,41.19402985,34.02985075,58.24324324,227,33.03964758,436.123348,33.03964758
1345,CPRI,5,35,35,1485,50.03367003,49.96632997,2.59,83.0976431,96.84857802,1.998462721,3.164983165,3.356367226,16.02564103,40.80808081,38.11447811,55.07776761,333,26.72672673,436.9369369,28.52852853
1346,CPRI,5,35,35,1345,48.69888476,51.30111524,2.72,84.46096654,99.25187032,0.332502078,3.791821561,3.499469777,20.25316456,39.10780669,38.36431227,55.76171875,332,30.42168675,401.5060241,34.03614458
1347,CPRI,5,35,35,1711,46.93161894,53.06838106,2.51,83.40151958,98.37398374,1.016260163,2.337814144,3.890362511,22.70531401,38.51548802,36.58679135,53.71428571,394,35.53299492,419.7969543,33.75634518
1348,CPRI,5,35,35,1903,50.44666316,49.55333684,2.47,81.92327903,96.21394231,3.004807692,1.996847084,2.943396226,39.55223881,40.93536521,31.42406726,50.87108014,470,30.42553191,387.0212766,52.76595745
1349,CPRI,5,35,35,2203,50.02269632,49.97730368,2.3,80.48116205,97.07486366,1.983143282,3.132092601,2.922885572,34.9862259,40.53563323,32.18338629,52.65259555,543,23.38858195,402.3941068,47.51381215
1350,CPAN,5,35,35,12626,48.31300491,51.68699509,1.8,80.80944084,95.95305894,3.028734144,3.49279265,0.302682392,70.09820913,43.49754475,21.10723903,50.30073729,3446,26.11723738,357.0226349,69.44283227
1351,CPAN,5,35,35,17073,48.61477186,51.38522814,1.83,82.3932525,95.54312047,3.475971034,3.379605225,0.53057554,63.58749751,40.03397177,19.90862766,57.08855641,4435,22.43517475,376.8883878,67.01240135
1352,CPRI,5,35,35,2197,50.97860719,49.02139281,2.24,59.58124716,91.93899782,6.753812636,2.412380519,2.597402597,31.18865867,27.76513427,22.16659081,65.63071298,413,22.51815981,385.2300242,42.37288136
1353,CPAN,5,35,35,3056,62.59816754,37.40183246,2.33,85.5039267,95.81545064,3.254649499,6.511780105,3.285968028,22.41054614,26.60340314,47.31675393,58.20523473,539,23.74768089,396.2894249,39.70315399
1354,CPAN,5,35,35,16974,49.3578414,50.6421586,1.9,80.34641216,93.90622889,5.289825699,4.330151997,0.677593627,54.16541954,40.025922,20.71992459,61.53461635,4449,18.27376939,377.0734997,60.26073275
1355,CPRI,5,35,35,1274,48.74411303,51.25588697,2.17,85.16483516,95.88926174,2.013422819,6.12244898,0.595829196,39.53732913,49.92150706,19.46624804,54.89282386,359,27.01949861,353.2033426,50.97493036
1356,CPRI,5,35,35,1056,47.72727273,52.27272727,2.17,84.84848485,97.66454352,1.486199575,4.829545455,1.424870466,47.61904762,43.27651515,18.18181818,54.86618005,259,25.48262548,396.1389961,52.50965251
1357,CPRI,5,35,35,360,47.77777778,52.22222222,2.06,86.38888889,98.4939759,0.602409639,4.722222222,1.893939394,53.78486056,48.61111111,18.88888889,50.87719298,88,23.86363636,409.0909091,60.22727273
1358,CPRI,5,35,35,1733,48.87478361,51.12521639,2.2,80.84246971,95.61128527,2.946708464,12.69474899,1.878287002,46.0537022,47.25908829,22.38892095,51.30007027,443,24.15349887,389.1647856,49.88713318
1359,CPRI,5,35,35,2353,49.97875053,50.02124947,2.32,81.4279643,96.53535833,2.657807309,3.654908627,3.502188868,32.06896552,39.94900127,32.25669358,58.03108808,577,14.55805893,402.0797227,51.12651646
1360,CPAN,5,35,35,14826,48.45541616,51.54458384,1.8,78.28814245,95.05990238,3.808608194,3.230810738,0.665292354,67.47891284,42.68852017,21.89397005,53.63253375,3876,20.30443756,377.0123839,70.61403509
1361,CPRI,5,35,35,2218,48.01623084,51.98376916,1.97,79.17042381,93.6055091,4.426955239,5.906221821,2.392947103,49.71550498,41.83949504,28.62939585,55.07497116,551,25.95281307,401.9963702,58.25771325
1362,CPAN,5,35,35,1383,46.85466377,53.14533623,2.19,89.15401302,97.11388456,1.716068643,2.169197397,2.182163188,63.44969199,42.15473608,24.80115691,48.97777778,386,29.2746114,356.4766839,68.39378238
1363,CPRI,5,35,35,2319,49.67658473,50.32341527,2.64,80.16386373,96.03673272,2.464958917,5.735230703,4.482323232,21.87720536,41.26778784,34.15265201,55.36951501,555,30.09009009,416.036036,37.11711712
1364,CPAN,5,35,35,968,50.92975207,49.07024793,2.41,78.71900826,95.39473684,3.399122807,6.404958678,2.284263959,57.62483131,45.76446281,25.82644628,48.07692308,256,26.171875,376.953125,67.1875
1365,CPAN,5,35,35,6430,47.35614308,52.64385692,2.09,79.61119751,96.56351513,2.513250128,3.281493002,1.511603151,54.99062793,42.53499222,28.42923795,50.78585462,1642,29.3544458,382.2777101,60.59683313
1366,CPAN,5,35,35,978,45.39877301,54.60122699,2.1,75.76687117,97.38933031,1.929625426,2.760736196,0.909090909,72.32876712,40.8997955,21.16564417,48.26732673,270,31.11111111,342.2222222,77.77777778
1367,CPAN,5,35,35,1572,46.50127226,53.49872774,2.22,77.29007634,97.13672155,2.290622763,5.216284987,2.086956522,59.61002786,40.96692112,25.69974555,48.1147541,420,34.28571429,355.7142857,65.95238095
1368,CPAN,5,35,35,1323,48.60166289,51.39833711,2.51,82.61526833,97.26907631,2.168674699,5.9712774,2.376425856,51.22199593,44.89795918,27.21088435,47.33031674,375,33.06666667,352.8,60.53333333
1369,CPAN,5,35,35,993,45.31722054,54.68277946,2.13,79.95971803,96.99892819,2.357984995,5.5387714,0.505050505,59.86577181,42.90030211,26.28398792,44.80286738,300,37,329,62.66666667
1370,CPAN,5,35,35,653,48.08575804,51.91424196,2.11,72.28177642,93.57495881,4.118616145,5.513016845,0.56710775,62.6984127,45.63552833,24.04287902,44.83985765,208,30.28846154,309.6153846,58.17307692
1371,CPRI,5,35,35,708,46.75141243,53.24858757,2.31,79.51977401,95.31722054,2.870090634,4.802259887,0.176366843,48.68913858,39.26553672,24.57627119,46.38655462,234,40.5982906,298.7179487,49.14529915
1372,CPAN,5,35,35,876,47.14611872,52.85388128,2.53,83.33333333,97.41060419,1.849568434,6.621004566,0.887573964,46.22641509,41.32420091,33.78995434,47.69874477,247,43.72469636,345.7489879,50.20242915
1373,CPAN,5,35,35,999,45.04504505,54.95495495,2.5,84.08408408,98.91186072,0.435255713,3.803803804,1.204819277,50.71428571,41.14114114,36.33633634,45.443196,295,43.72881356,331.5254237,52.54237288
1374,CPAN,5,35,35,1204,43.77076412,56.22923588,1.99,74.50166113,89.45074106,1.918047079,9.966777409,2.006018054,54.11764706,37.7076412,27.74086379,36.84210526,330,46.96969697,325.1515152,58.78787879
