ANO,ELECCION,CODIGO_ESTADO,NOMBRE_ESTADO,NOMBRE_MUNICIPIO,DISTRITO_LOCAL_INE_2016,SECCION,NOMINAL,CNR,MORENA,NULOS,PAN,PNA,PRD,PRI,PRS,PSD,PT,PUP,PVEM
2016,gob,20,oaxaca,MUNICIPIO DE OAXACA DE JUAREZ,13,594,1773,2,209,36,,5,89,,17,11,106,21,
2016,gob,20,oaxaca,MUNICIPIO DE OAXACA DE JUAREZ,13,595,617,0,81,12,,1,30,,8,6,31,5,
2016,gob,20,oaxaca,,,595,617,0,76,13,,3,42,,7,3,43,0,
2016,gob,20,oaxaca,MUNICIPIO DE OAXACA DE JUAREZ,13,596,1803,2,227,21,,7,113,,18,7,93,12,
2016,gob,20,oaxaca,MUNICIPIO DE OAXACA DE JUAREZ,13,597,1469,0,194,15,,7,56,,19,5,109,22,
2016,gob,20,oaxaca,,,598,723,0,93,15,,3,37,,15,5,43,10,
2016,gob,20,oaxaca,MUNICIPIO DE OAXACA DE JUAREZ,13,599,800,0,96,8,,3,40,,14,12,43,12,
2016,gob,20,oaxaca,MUNICIPIO DE OAXACA DE JUAREZ,13,600,1511,2,224,22,,6,92,,26,5,77,23,
2016,gob,20,oaxaca,MUNICIPIO DE OAXACA DE JUAREZ,13,601,1152,0,148,15,,3,64,,13,3,62,13,
2016,gob,20,oaxaca,MUNICIPIO DE OAXACA DE JUAREZ,13,602,1407,1,213,17,,4,63,,19,9,95,19,
2016,gob,20,oaxaca,MUNICIPIO DE OAXACA DE JUAREZ,13,603,711,1,75,8,,2,33,,11,9,42,6,
2016,gob,20,oaxaca,MUNICIPIO DE OAXACA DE JUAREZ,13,604,1126,0,122,19,,6,57,,15,6,72,21,
2016,gob,20,oaxaca,MUNICIPIO DE OAXACA DE JUAREZ,13,605,1400,0,173,20,,7,81,,17,5,108,17,
2016,gob,20,oaxaca,MUNICIPIO DE OAXACA DE JUAREZ,13,606,1128,0,156,15,,4,50,,9,3,84,9,
2016,gob,20,oaxaca,MUNICIPIO DE OAXACA DE JUAREZ,13,607,1314,1,157,14,,1,93,,11,8,108,9,
2016,gob,20,oaxaca,MUNICIPIO DE OAXACA DE JUAREZ,13,608,924,0,100,23,,3,50,,12,5,44,13,
2016,gob,20,oaxaca,MUNICIPIO DE OAXACA DE JUAREZ,13,609,2249,1,293,33,,6,131,,28,14,112,15,
2016,gob,20,oaxaca,,,609,749,0,6,14,,2,36,,13,8,40,5,
2016,gob,20,oaxaca,MUNICIPIO DE OAXACA DE JUAREZ,13,610,890,0,122,17,,5,41,,11,5,28,12,
2016,gob,20,oaxaca,MUNICIPIO DE OAXACA DE JUAREZ,13,611,1140,0,178,19,,7,47,,15,3,88,18,
2016,gob,20,oaxaca,MUNICIPIO DE OAXACA DE JUAREZ,13,612,1148,1,178,12,,4,81,,13,5,74,13,
2016,gob,20,oaxaca,MUNICIPIO DE OAXACA DE JUAREZ,13,613,982,0,131,11,,9,49,,10,2,66,8,
2016,gob,20,oaxaca,MUNICIPIO DE OAXACA DE JUAREZ,13,614,,,,,,,,,,,,,
2016,gob,20,oaxaca,MUNICIPIO DE OAXACA DE JUAREZ,13,615,1143,1,133,14,,2,44,,22,4,111,6,
2016,gob,20,oaxaca,OAXACA DE JÚAREZ,14,616,3431,1,446,54,,12,122,,54,12,200,32,
2016,gob,20,oaxaca,OCOTLÁN DE MORELOS,16,617,,0,400,53,,43,198,,14,43,95,17,
2016,gob,20,oaxaca,OCOTLÁN DE MORELOS,16,618,1738,1,342,36,,60,190,,24,25,93,19,
2016,gob,20,oaxaca,OCOTLÁN DE MORELOS,16,619,1870,1,396,42,,53,193,,14,35,87,13,
2016,gob,20,oaxaca,OCOTLÁN DE MORELOS,16,620,,,,,,,,,,,,,
2016,gob,20,oaxaca,OCOTLÁN DE MORELOS,16,621,1514,0,384,33,,39,138,,11,17,62,7,
2016,gob,20,oaxaca,OCOTLÁN DE MORELOS,16,622,1983,0,434,55,,58,266,,11,23,74,13,
2016,gob,20,oaxaca,OCOTLÁN DE MORELOS,16,623,838,0,198,23,,19,116,,2,7,51,3,
2016,gob,20,oaxaca,OCOTLÁN DE MORELOS,16,624,637,0,108,17,,11,59,,5,6,38,4,
2016,gob,20,oaxaca,OCOTLÁN DE MORELOS,16,625,479,0,80,6,,22,78,,4,3,17,6,
2016,gob,20,oaxaca,OCOTLÁN DE MORELOS,16,626,390,0,103,11,,9,40,,1,10,23,5,
2016,gob,20,oaxaca,OCOTLÁN DE MORELOS,16,627,197,0,18,1,,8,24,,1,0,8,6,
2016,gob,20,oaxaca,OCOTLÁN DE MORELOS,16,628,601,0,124,19,,19,79,,5,8,9,5,
2016,gob,20,oaxaca,OCOTLÁN DE MORELOS,16,629,201,0,41,3,,3,41,,1,2,6,0,
2016,gob,20,oaxaca,OCOTLÁN DE MORELOS,16,630,944,0,129,28,,34,190,,3,14,13,7,
2016,gob,20,oaxaca,OCOTLÁN DE MORELOS,16,631,381,0,103,11,,7,19,,3,2,4,2,
2016,gob,20,oaxaca,LA PE,21,632,1592,0,30,55,,4,92,,1,9,152,141,
2016,gob,20,oaxaca,PINOTEPA DE DON LUIS,22,633,1134,0,176,16,,3,303,,0,0,17,2,
2016,gob,20,oaxaca,PINOTEPA DE DON LUIS,22,634,992,1,231,17,,0,281,,1,1,19,0,
2016,gob,20,oaxaca,PINOTEPA DE DON LUIS,22,635,646,0,44,7,,0,191,,3,2,6,0,
2016,gob,20,oaxaca,PINOTEPA DE DON LUIS,22,636,829,0,108,9,,1,282,,3,1,3,0,
2016,gob,20,oaxaca,PINOTEPA DE DON LUIS,22,637,911,0,124,14,,0,247,,0,0,5,0,
2016,gob,20,oaxaca,PLUMA HIDALGO,25,638,1339,0,98,31,,5,62,,2,3,337,4,
2016,gob,20,oaxaca,PLUMA HIDALGO,25,640,266,0,3,2,,1,4,,0,2,26,0,
2016,gob,20,oaxaca,PLUMA HIDALGO,25,641,177,0,6,4,,1,9,,0,0,40,1,
2016,gob,20,oaxaca,PLUMA HIDALGO,25,642,492,0,44,9,,6,30,,4,4,59,1,
2016,gob,20,oaxaca,PUTLA VILLA DE GUERRERO,,643,2149,0,583,89,,5,111,,57,81,151,7,
2016,gob,20,oaxaca,PUTLA VILLA DE GUERRERO,,644,1611,0,409,55,,9,91,,37,17,182,27,
2016,gob,20,oaxaca,PUTLA VILLA DE GUERRERO,,645,2302,0,616,53,,9,117,,57,13,239,36,
2016,gob,20,oaxaca,PUTLA VILLA DE GUERRERO,,646,,,,,,,,,,,,,
2016,gob,20,oaxaca,PUTLA VILLA DE GUERRERO,,647,1499,0,432,20,,9,93,,24,7,154,14,
2016,gob,20,oaxaca,PUTLA VILLA DE GUERRERO,,648,2277,2,573,56,,11,167,,45,29,233,30,
2016,gob,20,oaxaca,PUTLA VILLA DE GUERRERO,,649,844,0,172,72,,4,65,,16,28,39,16,
2016,gob,20,oaxaca,PUTLA VILLA DE GUERRERO,,650,911,0,272,41,,6,23,,27,37,28,11,
2016,gob,20,oaxaca,PUTLA VILLA DE GUERRERO,,651,384,0,95,36,,4,13,,11,48,22,8,
2016,gob,20,oaxaca,PUTLA VILLA DE GUERRERO,,652,601,0,184,35,,4,24,,14,18,58,1,
2016,gob,20,oaxaca,PUTLA VILLA DE GUERRERO,,653,617,0,555,5,,2,2,,3,0,2,3,
2016,gob,20,oaxaca,PUTLA VILLA DE GUERRERO,,654,1232,0,220,42,,5,69,,26,25,126,15,
2016,gob,20,oaxaca,PUTLA VILLA DE GUERRERO,,655,1256,0,294,37,,15,66,,57,17,150,22,
2016,gob,20,oaxaca,PUTLA VILLA DE GUERRERO,,656,1203,0,430,52,,10,27,,18,22,97,13,
2016,gob,20,oaxaca,PUTLA VILLA DE GUERRERO,,657,1333,0,287,42,,11,48,,57,15,98,59,
2016,gob,20,oaxaca,PUTLA VILLA DE GUERRERO,,658,441,0,35,26,,7,37,,28,13,33,8,
2016,gob,20,oaxaca,PUTLA VILLA DE GUERRERO,,659,1522,15,331,57,,6,45,,49,18,115,42,
2016,gob,20,oaxaca,PUTLA VILLA DE GUERRERO,,660,967,0,63,64,,14,24,,35,33,19,8,
2016,gob,20,oaxaca,REFORMA DE PINEDA,11,661,995,0,158,34,,8,78,,6,6,40,5,
2016,gob,20,oaxaca,REFORMA DE PINEDA,11,662,1059,0,199,44,,5,109,,12,7,20,7,
2016,gob,20,oaxaca,LA REFORMA,,663,1129,0,40,5,,2,29,,3,3,132,69,
2016,gob,20,oaxaca,LA REFORMA,,664,710,0,111,4,,3,23,,0,1,42,9,
2016,gob,20,oaxaca,LA REFORMA,,665,515,0,48,9,,0,26,,0,5,32,59,
2016,gob,20,oaxaca,REYES ETLA,9,666,1517,0,177,22,,2,57,,5,8,226,15,
2016,gob,20,oaxaca,REYES ETLA,9,667,1144,0,143,16,,4,47,,1,42,50,9,
2016,gob,20,oaxaca,ROJAS DE CUAUHTEMOC,17,668,897,1,75,12,,11,81,,10,6,49,5,
2016,gob,20,oaxaca,SALINA CRUZ,19,669,3925,1,488,55,,8,200,,18,11,227,35,
2016,gob,20,oaxaca,SALINA CRUZ,19,670,2802,0,416,34,,13,163,,11,9,128,26,
2016,gob,20,oaxaca,SALINA CRUZ,19,671,1422,1,209,25,,1,76,,14,3,69,17,
2016,gob,20,oaxaca,SALINA CRUZ,19,672,1754,0,214,32,,8,158,,9,3,76,20,
2016,gob,20,oaxaca,SALINA CRUZ,19,673,4737,1,446,69,,16,328,,16,11,265,72,
2016,gob,20,oaxaca,SALINA CRUZ,19,674,1453,0,180,19,,3,83,,10,5,73,6,
2016,gob,20,oaxaca,SALINA CRUZ,19,675,1470,0,199,21,,3,101,,11,6,66,7,
2016,gob,20,oaxaca,SALINA CRUZ,19,676,1186,0,134,17,,7,103,,7,4,47,6,
2016,gob,20,oaxaca,SALINA CRUZ,19,677,1507,0,203,16,,2,114,,6,9,59,8,
2016,gob,20,oaxaca,SALINA CRUZ,19,678,1680,0,137,24,,8,68,,9,10,108,29,
2016,gob,20,oaxaca,SALINA CRUZ,19,679,2277,0,216,51,,10,128,,7,8,216,41,
2016,gob,20,oaxaca,SALINA CRUZ,19,680,,0,212,25,,7,131,,11,4,87,13,
2016,gob,20,oaxaca,SALINA CRUZ,19,681,1218,0,160,12,,9,87,,7,3,37,8,
2016,gob,20,oaxaca,SALINA CRUZ,19,682,1478,0,161,29,,11,86,,6,7,70,32,
2016,gob,20,oaxaca,SALINA CRUZ,19,683,2030,0,209,25,,8,124,,9,7,81,17,
2016,gob,20,oaxaca,SALINA CRUZ,19,684,1692,0,180,23,,6,128,,8,1,107,9,
2016,gob,20,oaxaca,SALINA CRUZ,19,685,1480,0,160,21,,10,104,,8,2,67,8,
2016,gob,20,oaxaca,SALINA CRUZ,19,686,2634,0,267,45,,16,120,,15,11,126,55,
2016,gob,20,oaxaca,SALINA CRUZ,19,687,1712,0,201,30,,9,102,,6,3,64,50,
2016,gob,20,oaxaca,SALINA CRUZ,19,688,1488,0,175,29,,7,129,,6,3,77,10,
2016,gob,20,oaxaca,SALINA CRUZ,19,689,1337,0,198,22,,3,82,,5,2,64,8,
2016,gob,20,oaxaca,SALINA CRUZ,19,690,599,0,48,12,,6,68,,4,0,33,1,
2016,gob,20,oaxaca,SALINA CRUZ,19,691,1222,0,127,14,,3,107,,4,4,46,15,
2016,gob,20,oaxaca,SALINA CRUZ,19,692,1187,0,179,23,,3,73,,9,6,72,2,
2016,gob,20,oaxaca,SALINA CRUZ,19,693,1577,0,171,23,,11,90,,5,5,87,14,
2016,gob,20,oaxaca,SALINA CRUZ,19,694,1223,0,164,18,,3,74,,10,2,87,8,
2016,gob,20,oaxaca,SALINA CRUZ,19,695,1154,0,158,8,,6,69,,9,1,48,4,
2016,gob,20,oaxaca,SALINA CRUZ,19,696,,0,195,16,,4,104,,5,4,71,13,
2016,gob,20,oaxaca,SALINA CRUZ,19,697,1392,0,181,18,,4,86,,14,5,59,10,
2016,gob,20,oaxaca,SALINA CRUZ,19,698,292,0,29,11,,0,12,,1,1,15,2,
2016,gob,20,oaxaca,SALINA CRUZ,19,699,1144,0,118,12,,3,62,,10,5,39,8,
2016,gob,20,oaxaca,SALINA CRUZ,19,700,1147,0,143,20,,8,59,,5,3,50,11,
2016,gob,20,oaxaca,SALINA CRUZ,19,701,1137,0,123,14,,1,63,,5,4,75,19,
2016,gob,20,oaxaca,SALINA CRUZ,19,702,990,0,103,11,,4,71,,7,3,40,8,
2016,gob,20,oaxaca,SALINA CRUZ,19,703,1691,1,198,44,,8,91,,6,5,97,15,
2016,gob,20,oaxaca,SALINA CRUZ,19,704,568,0,57,8,,4,32,,1,1,40,4,
2016,gob,20,oaxaca,SALINA CRUZ,19,705,262,1,13,9,,2,16,,2,1,26,3,
2016,gob,20,oaxaca,SALINA CRUZ,19,706,646,0,69,13,,1,95,,0,1,42,14,
2016,gob,20,oaxaca,SALINA CRUZ,19,707,861,0,51,19,,2,52,,3,1,52,9,
2016,gob,20,oaxaca,SALINA CRUZ,19,708,2109,0,190,32,,8,167,,5,3,87,15,
2016,gob,20,oaxaca,SALINA CRUZ,19,709,930,0,104,12,,3,56,,3,3,62,3,
2016,gob,20,oaxaca,SAN AGUSTIN AMATENGO,21,710,612,0,60,29,,1,30,,4,35,23,4,
2016,gob,20,oaxaca,SAN AGUSTIN AMATENGO,21,711,689,0,67,21,,2,48,,3,15,43,1,
2016,gob,20,oaxaca,SAN AGUSTIN ATENANGO,8,712,1208,0,132,29,,1,162,,1,2,7,4,
2016,gob,20,oaxaca,SAN AGUSTIN ATENANGO,8,713,370,0,27,3,,1,20,,1,2,2,57,
2016,gob,20,oaxaca,SAN AGUSTIN CHAYUCO,22,714,1124,0,135,21,,4,215,,5,7,8,4,
2016,gob,20,oaxaca,SAN AGUSTIN CHAYUCO,22,715,1219,0,137,21,,3,381,,4,7,12,1,
2016,gob,20,oaxaca,SAN AGUSTIN CHAYUCO,22,716,620,0,52,11,,1,159,,0,0,3,3,
2016,gob,20,oaxaca,SAN AGUSTÍN DE LAS JUNTAS,16,717,3165,0,365,38,,7,136,,29,13,299,28,
2016,gob,20,oaxaca,SAN AGUSTÍN DE LAS JUNTAS,16,718,2942,1,357,33,,7,181,,19,14,178,35,
2016,gob,20,oaxaca,SAN AGUSTIN ETLA,12,719,1478,1,169,19,,6,52,,17,6,112,7,
2016,gob,20,oaxaca,SAN AGUSTIN ETLA,12,720,1490,0,240,29,,9,83,,23,7,102,14,
2016,gob,20,oaxaca,SAN AGUSTIN LOXICHA,24,721,1382,0,167,33,,9,95,,12,7,34,12,
2016,gob,20,oaxaca,SAN AGUSTIN LOXICHA,24,722,1548,0,191,33,,11,94,,19,9,34,9,
2016,gob,20,oaxaca,SAN AGUSTIN LOXICHA,24,723,1449,0,72,33,,17,64,,21,11,29,8,
2016,gob,20,oaxaca,SAN AGUSTIN LOXICHA,24,724,878,0,52,16,,5,49,,8,3,13,1,
2016,gob,20,oaxaca,SAN AGUSTIN LOXICHA,24,725,795,0,47,20,,7,90,,2,4,14,3,
2016,gob,20,oaxaca,SAN AGUSTIN LOXICHA,24,726,799,0,27,7,,3,92,,4,5,23,1,
2016,gob,20,oaxaca,SAN AGUSTIN LOXICHA,24,727,767,0,47,15,,5,59,,11,4,15,3,
2016,gob,20,oaxaca,SAN AGUSTIN LOXICHA,24,728,1076,0,32,30,,5,16,,3,4,28,3,
2016,gob,20,oaxaca,SAN AGUSTIN LOXICHA,24,729,1583,0,117,35,,10,36,,11,7,67,9,
2016,gob,20,oaxaca,SAN AGUSTIN LOXICHA,24,730,1121,0,69,21,,7,61,,8,7,16,55,
2016,gob,20,oaxaca,SAN AGUSTIN LOXICHA,24,731,769,0,3,13,,2,9,,15,13,3,0,
2016,gob,20,oaxaca,SAN AGUSTIN LOXICHA,24,732,2039,0,81,27,,16,131,,2,5,24,9,
2016,gob,20,oaxaca,SAN AGUSTIN LOXICHA,24,733,1227,1,85,22,,14,117,,2,9,29,5,
2016,gob,20,oaxaca,SAN AGUSTIN TLACOTEPEC,8,734,287,0,31,7,,3,47,,0,1,3,48,
2016,gob,20,oaxaca,SAN AGUSTIN TLACOTEPEC,8,735,387,0,40,12,,0,84,,0,3,7,0,
2016,gob,20,oaxaca,SAN AGUSTIN YATARENI,12,736,2003,0,140,16,,6,36,,10,6,45,17,
2016,gob,20,oaxaca,SAN AGUSTIN YATARENI,12,737,1035,0,66,10,,7,24,,1,2,24,12,
2016,gob,20,oaxaca,SAN ANDRES CABECERA NUEVA,,738,835,0,63,18,,0,28,,2,1,154,1,
2016,gob,20,oaxaca,SAN ANDRES CABECERA NUEVA,,739,497,0,54,15,,0,27,,0,1,208,1,
2016,gob,20,oaxaca,SAN ANDRES CABECERA NUEVA,,740,655,0,28,18,,2,31,,2,0,197,1,
2016,gob,20,oaxaca,SAN ANDRES DINICUITI,,741,1261,0,146,20,,2,252,,8,5,25,5,
2016,gob,20,oaxaca,SAN ANDRES DINICUITI,,742,333,0,62,7,,1,46,,1,3,12,11,
2016,gob,20,oaxaca,SAN ANDRES DINICUITI,,743,110,0,39,3,,0,15,,0,0,0,0,
2016,gob,20,oaxaca,SAN ANDRES HUAXPALTEPEC,22,744,1478,1,305,36,,10,94,,4,5,72,207,
2016,gob,20,oaxaca,SAN ANDRES HUAXPALTEPEC,22,745,1433,0,289,19,,4,167,,6,0,86,155,
2016,gob,20,oaxaca,SAN ANDRES HUAXPALTEPEC,22,746,1417,0,351,25,,10,88,,2,5,73,181,
2016,gob,20,oaxaca,SAN ANDRES HUAYAPAN,12,747,1844,0,225,28,,9,64,,12,11,93,25,
2016,gob,20,oaxaca,SAN ANDRES HUAYAPAN,12,748,1767,0,226,18,,2,81,,14,18,82,14,
2016,gob,20,oaxaca,SAN ANDRES IXTLAHUACA,12,749,1265,0,36,22,,4,25,,2,37,88,16,
2016,gob,20,oaxaca,SAN ANDRES LAGUNAS,,750,363,0,40,5,,0,26,,1,0,9,0,
2016,gob,20,oaxaca,SAN ANDRES NUXIÑO,,751,686,0,11,11,,3,11,,0,1,32,3,
2016,gob,20,oaxaca,SAN ANDRES NUXIÑO,,752,668,0,61,21,,3,54,,5,6,40,4,
2016,gob,20,oaxaca,SAN ANDRES PAXTLAN,24,753,1612,0,51,61,,2,59,,5,4,29,8,
2016,gob,20,oaxaca,SAN ANDRES PAXTLAN,24,754,935,0,45,35,,7,29,,4,4,20,7,
2016,gob,20,oaxaca,SAN ANDRES PAXTLAN,24,755,360,0,16,12,,1,10,,0,1,9,2,
2016,gob,20,oaxaca,SAN ANDRES SINAXTLA,,756,543,0,69,7,,4,34,,2,2,28,7,
2016,gob,20,oaxaca,SAN ANDRES SOLAGA,9,757,640,0,113,13,,4,24,,2,5,50,6,
2016,gob,20,oaxaca,SAN ANDRES SOLAGA,9,758,541,0,20,13,,0,23,,1,2,68,1,
2016,gob,20,oaxaca,TEOTITLAN DE FLORES MAGON,4,759,1857,0,442,60,,11,53,,18,21,61,58,
2016,gob,20,oaxaca,TEOTITLAN DE FLORES MAGON,4,760,830,0,17,25,,3,112,,0,4,14,5,
2016,gob,20,oaxaca,SAN ANDRES TEPETLAPA,6,761,347,19,12,0,,20,60,,0,0,11,0,
2016,gob,20,oaxaca,SAN ANDRES YAA,9,762,388,0,114,22,,2,6,,3,4,19,0,
2016,gob,20,oaxaca,SAN ANDRÉS ZEABACHE,16,763,647,0,35,18,,2,87,,1,5,13,27,
2016,gob,20,oaxaca,SAN ANDRES ZAUTLA,,764,1763,0,240,17,,5,400,,7,25,127,12,
2016,gob,20,oaxaca,SAN ANDRES ZAUTLA,,765,1148,0,124,20,,4,244,,5,12,81,5,
2016,gob,20,oaxaca,SAN ANTONINO CASTILLO VELASCO,16,766,1226,0,164,34,,10,171,,77,9,31,19,
2016,gob,20,oaxaca,SAN ANTONINO CASTILLO VELASCO,16,767,916,0,171,30,,2,110,,35,8,35,9,
2016,gob,20,oaxaca,SAN ANTONINO CASTILLO VELASCO,16,768,872,0,166,31,,6,119,,35,5,31,14,
2016,gob,20,oaxaca,SAN ANTONINO CASTILLO VELASCO,16,769,1053,0,161,32,,10,144,,63,7,24,14,
2016,gob,20,oaxaca,SAN ANTONINO EL ALTO,16,770,1462,0,113,53,,22,146,,11,8,29,40,
2016,gob,20,oaxaca,SAN ANTONINO EL ALTO,16,771,214,0,11,4,,1,45,,0,0,7,2,
2016,gob,20,oaxaca,SAN ANTONINO MONTE VERDE,8,772,1709,0,63,59,,13,411,,2,7,47,7,
2016,gob,20,oaxaca,SAN ANTONINO MONTE VERDE,8,773,573,0,2,13,,0,3,,1,4,2,3,
2016,gob,20,oaxaca,SAN ANTONINO MONTE VERDE,8,774,1367,1,21,29,,7,186,,2,4,26,5,
2016,gob,20,oaxaca,SAN ANTONINO MONTE VERDE,8,775,1159,0,18,19,,0,104,,2,5,13,3,
2016,gob,20,oaxaca,SAN ANTONIO ACUTLA,,776,211,0,17,11,,1,20,,2,0,7,36,
2016,gob,20,oaxaca,SAN ANTONIO DE LA CAL,15,777,3137,0,302,37,,10,254,,12,31,125,58,
2016,gob,20,oaxaca,SAN ANTONIO DE LA CAL,15,778,3341,1,352,55,,10,195,,19,33,174,38,
2016,gob,20,oaxaca,SAN ANTONIO DE LA CAL,15,779,2572,0,332,32,,9,92,,14,18,216,34,
2016,gob,20,oaxaca,SAN ANTONIO DE LA CAL,15,780,2296,1,337,20,,13,131,,19,11,121,23,
2016,gob,20,oaxaca,SAN ANTONIO DE LA CAL,15,781,3733,0,504,55,,23,256,,20,16,220,34,
2016,gob,20,oaxaca,SAN ANTONIO HUITEPEC,16,782,610,0,85,18,,3,65,,1,2,57,21,
2016,gob,20,oaxaca,SAN ANTONIO HUITEPEC,16,783,750,0,97,24,,5,38,,4,2,114,29,
2016,gob,20,oaxaca,SAN ANTONIO HUITEPEC,16,784,968,0,32,26,,1,36,,4,282,15,98,
2016,gob,20,oaxaca,SAN ANTONIO HUITEPEC,16,785,217,0,42,6,,3,61,,0,0,11,32,
2016,gob,20,oaxaca,SAN ANTONIO HUITEPEC,16,786,315,0,29,2,,2,4,,1,0,39,76,
2016,gob,20,oaxaca,SAN ANTONIO HUITEPEC,16,787,211,0,43,1,,0,26,,2,2,13,2,
2016,gob,20,oaxaca,TEOTITLAN DE FLORES MAGON,4,788,985,2,283,22,,56,42,,1,6,9,43,
2016,gob,20,oaxaca,SAN ANTONIO SINICAHUA,8,789,1010,0,144,32,,7,131,,10,10,25,4,
2016,gob,20,oaxaca,SAN ANTONIO TEPETLAPA,22,790,1627,0,176,40,,5,108,,3,8,45,3,
2016,gob,20,oaxaca,SAN ANTONIO TEPETLAPA,22,791,1086,0,167,13,,1,37,,1,4,11,2,
2016,gob,20,oaxaca,SAN BALTAZAR CHICHICAPAM,17,792,1169,0,154,40,,4,435,,2,1,12,3,
2016,gob,20,oaxaca,SAN BALTAZAR CHICHICAPAM,17,793,1116,0,192,19,,3,447,,3,4,18,1,
2016,gob,20,oaxaca,SAN BALTAZAR LOXICHA,24,794,2057,0,115,37,,12,36,,5,9,113,88,
2016,gob,20,oaxaca,SAN BALTAZAR YATZACHI EL BAJO,9,795,229,0,43,3,,2,14,,1,0,9,3,
2016,gob,20,oaxaca,SAN BALTAZAR YATZACHI EL BAJO,9,796,143,0,16,3,,0,1,,0,1,0,1,
2016,gob,20,oaxaca,SAN BALTAZAR YATZACHI EL BAJO,9,797,169,0,60,3,,2,5,,2,2,5,4,
2016,gob,20,oaxaca,SAN BARTOLO COYOTEPEC,16,798,,1,320,28,,2,181,,20,14,103,23,
2016,gob,20,oaxaca,SAN BARTOLO COYOTEPEC,16,799,2115,0,247,15,,4,108,,28,11,131,17,
2016,gob,20,oaxaca,SAN BARTOLO COYOTEPEC,16,800,2729,2,452,44,,14,102,,28,16,285,28,
2016,gob,20,oaxaca,SAN BARTOLO SOYALTEPEC,,801,360,0,46,8,,3,19,,0,2,15,1,
2016,gob,20,oaxaca,SAN BARTOLO SOYALTEPEC,,802,130,0,10,1,,1,10,,0,1,10,0,
2016,gob,20,oaxaca,SAN BARTOLO YAUTEPEC,17,803,510,0,28,7,,0,18,,1,0,2,0,
2016,gob,20,oaxaca,TEOTITLAN DE FLORES MAGON,4,804,1249,0,99,48,,18,241,,8,230,65,13,
2016,gob,20,oaxaca,TEOTITLAN DE FLORES MAGON,4,805,840,0,82,17,,13,177,,2,182,21,13,
2016,gob,20,oaxaca,TEOTITLAN DE FLORES MAGON,4,806,674,0,15,7,,11,165,,0,189,23,0,
2016,gob,20,oaxaca,SAN BARTOLOME LOXICHA,25,807,724,0,123,16,,2,26,,2,5,20,7,
2016,gob,20,oaxaca,SAN BARTOLOME LOXICHA,25,808,813,0,172,20,,10,33,,9,12,24,4,
2016,gob,20,oaxaca,SAN BARTOLOME QUIALANA,17,809,2167,0,29,44,,5,50,,1,3,27,4,
2016,gob,20,oaxaca,SAN BARTOLOME YUCUAÑE,8,810,284,0,92,8,,2,16,,5,3,12,4,
2016,gob,20,oaxaca,SAN BARTOLOME ZOOGOCHO,9,811,278,0,46,9,,2,13,,4,2,5,2,
2016,gob,20,oaxaca,SAN BERNARDO MIXTEPEC,16,812,990,0,70,29,,5,118,,3,6,65,21,
2016,gob,20,oaxaca,SAN BERNARDO MIXTEPEC,16,813,1190,0,94,22,,14,116,,5,5,54,30,
2016,gob,20,oaxaca,SAN BLAS ATEMPA,19,814,1620,0,82,29,,3,674,,0,5,14,0,
2016,gob,20,oaxaca,SAN BLAS ATEMPA,19,815,2944,0,310,35,,5,1030,,4,7,30,8,
2016,gob,20,oaxaca,SAN BLAS ATEMPA,19,816,1877,0,269,9,,6,657,,4,3,29,6,
2016,gob,20,oaxaca,SAN BLAS ATEMPA,19,817,1565,0,213,4,,2,559,,3,8,16,5,
2016,gob,20,oaxaca,SAN BLAS ATEMPA,19,818,2987,0,303,49,,6,1151,,6,16,25,9,
2016,gob,20,oaxaca,SAN BLAS ATEMPA,19,819,2546,0,132,20,,4,898,,4,7,12,1,
2016,gob,20,oaxaca,SAN CARLOS YAUTEPEC,17,820,751,0,47,10,,1,15,,0,1,7,2,
2016,gob,20,oaxaca,SAN CARLOS YAUTEPEC,17,821,914,0,1,25,,0,8,,1,1,6,0,
2016,gob,20,oaxaca,SAN CARLOS YAUTEPEC,17,822,302,1,5,11,,0,30,,1,1,6,2,
2016,gob,20,oaxaca,SAN CARLOS YAUTEPEC,17,823,831,0,21,8,,3,171,,0,0,7,1,
2016,gob,20,oaxaca,SAN CARLOS YAUTEPEC,17,824,1080,0,28,23,,3,150,,1,4,41,2,
2016,gob,20,oaxaca,SAN CARLOS YAUTEPEC,17,825,416,0,32,5,,4,38,,2,3,6,0,
2016,gob,20,oaxaca,SAN CARLOS YAUTEPEC,17,826,220,0,9,8,,4,10,,0,2,14,2,
2016,gob,20,oaxaca,SAN CARLOS YAUTEPEC,17,827,516,0,13,17,,2,21,,1,2,1,0,
2016,gob,20,oaxaca,SAN CARLOS YAUTEPEC,17,828,522,0,47,10,,5,39,,4,0,10,2,
2016,gob,20,oaxaca,SAN CARLOS YAUTEPEC,17,829,1208,0,53,18,,8,56,,2,1,8,1,
2016,gob,20,oaxaca,SAN CRISTOBAL AMATLAN,24,831,1413,0,197,61,,18,49,,10,18,67,17,
2016,gob,20,oaxaca,SAN CRISTOBAL AMATLAN,24,832,1286,0,158,45,,10,54,,6,19,41,17,
2016,gob,20,oaxaca,SAN CRISTOBAL AMATLAN,24,833,143,0,10,5,,0,14,,0,1,5,0,
2016,gob,20,oaxaca,SAN CRISTOBAL AMATLAN,24,834,430,0,27,3,,5,12,,2,1,11,21,
