ANO,ELECCION,CODIGO_ESTADO,NOMBRE_ESTADO,NOMBRE_MUNICIPIO,DISTRITO_LOCAL_INE_2016,SECCION,NOMINAL,CNR,MORENA,NULOS,PAN,PNA,PRD,PRI,PRS,PSD,PT,PUP,PVEM
2016,gob,20,oaxaca,SANTA MARIA OZOLOTEPEC,24,1882,767,0,57,24,,4,27,,3,5,17,40,
2016,gob,20,oaxaca,SANTA MARIA OZOLOTEPEC,24,1883,240,0,9,4,,0,6,,1,1,1,40,
2016,gob,20,oaxaca,SANTA MARIA OZOLOTEPEC,24,1884,442,0,25,11,,4,10,,2,2,8,13,
2016,gob,20,oaxaca,SANTA MARIA OZOLOTEPEC,24,1885,359,4,29,17,,1,8,,5,1,6,77,
2016,gob,20,oaxaca,SANTA MARIA OZOLOTEPEC,24,1886,670,0,52,23,,8,15,,2,4,5,8,
2016,gob,20,oaxaca,TEOTITLAN DE FLORES MAGON,4,1887,1473,0,175,38,,19,142,,6,115,51,201,
2016,gob,20,oaxaca,SANTA MARIA PETAPA,11,1888,696,0,34,8,,0,83,,0,0,168,3,
2016,gob,20,oaxaca,SANTA MARIA PETAPA,11,1889,990,0,48,10,,1,108,,0,0,285,2,
2016,gob,20,oaxaca,SANTA MARIA PETAPA,11,1890,1386,0,113,29,,7,59,,5,9,216,8,
2016,gob,20,oaxaca,SANTA MARIA PETAPA,11,1891,1350,0,144,24,,3,65,,3,7,201,2,
2016,gob,20,oaxaca,SANTA MARIA PETAPA,11,1892,1017,0,116,20,,5,65,,2,3,109,5,
2016,gob,20,oaxaca,SANTA MARIA PETAPA,11,1893,1721,1,133,30,,12,75,,7,12,153,3,
2016,gob,20,oaxaca,SANTA MARIA PETAPA,11,1894,1389,0,124,30,,5,68,,3,4,256,2,
2016,gob,20,oaxaca,SANTA MARIA PETAPA,11,1895,1234,1,55,14,,3,151,,2,3,232,2,
2016,gob,20,oaxaca,SANTA MARIA PETAPA,11,1896,652,1,35,9,,2,35,,0,2,153,0,
2016,gob,20,oaxaca,SANTA MARIA PETAPA,11,1897,571,0,43,20,,2,54,,1,1,123,0,
2016,gob,20,oaxaca,SANTA MARIA PEÑOLES,,1898,1065,0,18,17,,2,28,,1,2,21,355,
2016,gob,20,oaxaca,SANTA MARIA PEÑOLES,,1899,1019,2,9,15,,4,21,,0,3,19,275,
2016,gob,20,oaxaca,SANTA MARIA PEÑOLES,,1900,783,0,75,19,,2,89,,5,13,41,80,
2016,gob,20,oaxaca,SANTA MARIA PEÑOLES,,1901,1038,0,38,44,,2,116,,2,41,15,165,
2016,gob,20,oaxaca,SANTA MARIA PEÑOLES,,1902,719,0,21,14,,2,31,,1,14,13,87,
2016,gob,20,oaxaca,SANTA MARIA QUIEGOLANI,17,1903,1199,0,55,14,,6,60,,2,3,9,6,
2016,gob,20,oaxaca,SANTA MARÍA SOLA,16,1904,1114,0,23,43,,3,282,,1,4,42,7,
2016,gob,20,oaxaca,SANTA MARIA TATALTEPEC,8,1905,176,0,11,8,,1,171,,1,1,5,1,
2016,gob,20,oaxaca,TEOTITLAN DE FLORES MAGON,4,1906,1422,0,377,41,,149,57,,3,24,21,91,
2016,gob,20,oaxaca,SANTA MARIA TEMAXCALAPA,9,1907,695,0,129,30,,2,30,,6,8,5,61,
2016,gob,20,oaxaca,SANTA MARIA TEMAXCALTEPEC,23,1908,1635,0,172,34,,6,37,,11,26,8,6,
2016,gob,20,oaxaca,TEOTITLAN DE FLORES MAGON,4,1909,1431,0,347,50,,6,38,,13,4,7,6,
2016,gob,20,oaxaca,TEOTITLAN DE FLORES MAGON,4,1910,1458,0,191,42,,4,34,,10,9,5,62,
2016,gob,20,oaxaca,SANTA MARIA TEPANTLALI,10,1911,1214,0,67,34,,5,28,,3,7,74,11,
2016,gob,20,oaxaca,SANTA MARIA TEPANTLALI,10,1912,826,0,27,21,,8,18,,1,1,66,10,
2016,gob,20,oaxaca,TEOTITLAN DE FLORES MAGON,4,1913,782,0,86,15,,0,215,,0,5,12,6,
2016,gob,20,oaxaca,SANTA MARIA TLAHUITOLTEPEC,10,1914,1504,0,127,38,,13,31,,4,10,110,6,
2016,gob,20,oaxaca,SANTA MARIA TLAHUITOLTEPEC,10,1915,1954,0,221,54,,9,26,,13,11,272,18,
2016,gob,20,oaxaca,SANTA MARIA TLAHUITOLTEPEC,10,1916,929,0,63,20,,4,15,,2,9,71,4,
2016,gob,20,oaxaca,SANTA MARIA TLAHUITOLTEPEC,10,1917,1241,1,79,40,,4,18,,5,5,121,8,
2016,gob,20,oaxaca,TEOTITLAN DE FLORES MAGON,4,1918,1128,0,157,51,,29,20,,2,7,73,12,
2016,gob,20,oaxaca,SANTA MARIA TONAMECA,25,1919,2504,0,544,62,,199,157,,14,38,93,28,
2016,gob,20,oaxaca,SANTA MARIA TONAMECA,0,1920,625,0,69,19,,80,58,,5,15,16,3,
2016,gob,20,oaxaca,SANTA MARIA TONAMECA,25,1920,625,0,95,16,,62,69,,4,11,20,3,
2016,gob,20,oaxaca,SANTA MARIA TONAMECA,25,1921,902,0,167,24,,54,80,,6,29,22,14,
2016,gob,20,oaxaca,SANTA MARIA TONAMECA,25,1922,2373,0,440,73,,105,89,,16,100,62,37,
2016,gob,20,oaxaca, SANTA MARIA TONAMECA,25,1923,579,0,55,22,,36,87,,4,9,17,5,
2016,gob,20,oaxaca,SANTA MARIA TONAMECA,25,1923,1158,0,89,30,,113,170,,5,21,45,7,
2016,gob,20,oaxaca,SANTA MARIA TONAMECA,25,1924,1600,0,232,50,,130,76,,7,39,95,16,
2016,gob,20,oaxaca,SANTA MARIA TONAMECA,25,1925,2174,0,255,59,,146,110,,13,70,81,13,
2016,gob,20,oaxaca,SANTA MARIA TONAMECA,25,1926,1387,0,190,41,,52,40,,8,23,88,11,
2016,gob,20,oaxaca, SANTA MARIA TONAMECA,25,1927,632,0,90,27,,23,38,,4,5,35,7,
2016,gob,20,oaxaca,SANTA MARIA TONAMECA,25,1927,2525,0,365,77,,128,156,,10,23,133,14,
2016,gob,20,oaxaca,SANTA MARIA TOTOLAPILLA,18,1928,729,0,70,22,,1,62,,32,7,116,5,
2016,gob,20,oaxaca,SANTA MARIA XADANI,19,1929,1360,0,196,10,,0,64,,54,0,3,15,
2016,gob,20,oaxaca,SANTA MARIA XADANI,19,1930,1683,0,225,6,,1,107,,24,8,6,6,
2016,gob,20,oaxaca,SANTA MARIA XADANI,19,1931,1518,0,169,4,,2,98,,45,2,13,12,
2016,gob,20,oaxaca,SANTA MARIA XADANI,19,1932,1144,0,71,1,,0,32,,19,2,2,16,
2016,gob,20,oaxaca,SANTA MARIA YALINA,9,1933,228,0,47,2,,4,5,,0,1,4,0,
2016,gob,20,oaxaca,SANTA MARIA YAVESIA,9,1934,342,0,97,4,,3,18,,4,0,16,3,
2016,gob,20,oaxaca,SANTA MARIA YOLOTEPEC,8,1935,314,0,71,8,,3,24,,1,5,48,133,
2016,gob,20,oaxaca,SANTA MARIA YOSOYÚA,8,1936,1139,0,165,19,,4,33,,2,7,101,16,
2016,gob,20,oaxaca,SANTA MARIA YUCUHITI,8,1937,1498,0,232,51,,9,124,,8,19,61,89,
2016,gob,20,oaxaca,SANTA MARIA YUCUHITI,8,1938,1839,0,309,40,,7,110,,5,28,46,200,
2016,gob,20,oaxaca,SANTA MARIA YUCUHITI,8,1939,1331,1,147,31,,6,69,,2,1,39,32,
2016,gob,20,oaxaca,SANTA MARIA ZACATEPEC,,1940,1535,0,225,40,,2,367,,3,3,38,22,
2016,gob,20,oaxaca,SANTA MARIA ZACATEPEC,,1941,1614,0,215,26,,2,313,,5,3,18,20,
2016,gob,20,oaxaca,SANTA MARIA ZACATEPEC,,1942,1771,0,219,51,,7,335,,3,5,35,32,
2016,gob,20,oaxaca,SANTA MARIA ZACATEPEC,,1943,1167,0,268,17,,2,106,,4,4,32,32,
2016,gob,20,oaxaca,SANTA MARIA ZACATEPEC,,1944,1073,0,136,26,,3,212,,3,4,19,14,
2016,gob,20,oaxaca,SANTA MARIA ZACATEPEC,,1945,739,0,102,18,,2,105,,2,2,10,8,
2016,gob,20,oaxaca,SANTA MARIA ZACATEPEC,,1946,1263,0,72,21,,0,261,,0,1,10,92,
2016,gob,20,oaxaca,SANTA MARIA ZACATEPEC,,1947,1160,0,98,18,,3,182,,1,4,7,63,
2016,gob,20,oaxaca,SANTA MARIA ZACATEPEC,,1948,673,0,76,10,,3,108,,0,3,2,3,
2016,gob,20,oaxaca,SANTA MARIA ZACATEPEC,,1949,647,0,51,7,,0,44,,0,1,3,4,
2016,gob,20,oaxaca,SANTA MARIA ZANIZA,21,1950,1135,0,239,37,,2,80,,10,7,7,28,
2016,gob,20,oaxaca,SANTA MARIA ZOQUITLAN,17,1951,969,0,41,11,,5,44,,0,3,105,2,
2016,gob,20,oaxaca,SANTA MARIA ZOQUITLAN,17,1952,903,0,31,33,,8,69,,1,3,40,1,
2016,gob,20,oaxaca,SANTA MARIA ZOQUITLAN,17,1953,526,0,10,7,,3,20,,0,2,11,3,
2016,gob,20,oaxaca,SANTA MARIA ZOQUITLAN,17,1954,229,0,5,7,,3,24,,0,2,12,0,
2016,gob,20,oaxaca,SANTIAGO AMOLTEPEC,21,1955,1821,0,95,51,,127,33,,204,11,25,90,
2016,gob,20,oaxaca,SANTIAGO AMOLTEPEC,21,1956,1128,0,2,24,,73,8,,99,5,10,0,
2016,gob,20,oaxaca,SANTIAGO AMOLTEPEC,21,1957,1247,0,60,37,,46,75,,32,7,25,128,
2016,gob,20,oaxaca,SANTIAGO AMOLTEPEC,21,1958,1151,0,106,53,,121,28,,77,6,7,29,
2016,gob,20,oaxaca,SANTIAGO AMOLTEPEC,21,1959,1153,0,44,26,,110,42,,45,1,6,54,
2016,gob,20,oaxaca,SANTIAGO APOALA,,1960,360,0,36,8,,5,37,,0,4,64,4,
2016,gob,20,oaxaca,SANTIAGO APOALA,,1961,457,0,15,11,,2,15,,1,4,35,7,
2016,gob,20,oaxaca,SANTIAGO APÓSTOL,16,1962,895,0,35,20,,7,71,,3,7,32,2,
2016,gob,20,oaxaca,SANTIAGO APÓSTOL,16,1963,1409,0,86,32,,3,125,,6,8,38,9,
2016,gob,20,oaxaca,SANTIAGO APÓSTOL,16,1964,1002,0,65,27,,7,77,,6,3,40,6,
2016,gob,20,oaxaca,SANTIAGO ASTATA,18,1965,1011,0,172,14,,10,66,,2,6,20,2,
2016,gob,20,oaxaca,SANTIAGO ASTATA,18,1966,781,0,114,14,,7,50,,3,3,26,1,
2016,gob,20,oaxaca,SANTIAGO ASTATA,18,1967,231,0,9,3,,4,22,,1,0,10,0,
2016,gob,20,oaxaca,SANTIAGO ASTATA,18,1968,815,0,166,8,,3,14,,6,6,6,3,
2016,gob,20,oaxaca,SANTIAGO ATITLAN,10,1969,1115,0,82,37,,6,10,,2,11,24,97,
2016,gob,20,oaxaca,SANTIAGO ATITLAN,10,1970,983,0,101,25,,3,36,,1,6,130,12,
2016,gob,20,oaxaca,SANTIAGO AYUQUILILLA,6,1971,1348,0,70,22,,5,142,,3,3,24,2,
2016,gob,20,oaxaca,SANTIAGO AYUQUILILLA,6,1972,474,0,19,10,,1,5,,0,0,2,2,
2016,gob,20,oaxaca,SANTIAGO CACALOXTEPEC,,1973,563,0,33,6,,0,14,,0,6,2,2,
2016,gob,20,oaxaca,SANTIAGO CACALOXTEPEC,,1974,504,0,35,10,,0,6,,0,7,0,0,
2016,gob,20,oaxaca,SANTIAGO CACALOXTEPEC,,1975,496,0,10,1,,1,4,,1,2,6,0,
2016,gob,20,oaxaca,SANTIAGO CAMOTLAN,9,1976,864,0,144,26,,12,31,,5,7,30,89,
2016,gob,20,oaxaca,SANTIAGO CAMOTLAN,9,1977,1254,0,352,32,,8,125,,3,14,20,7,
2016,gob,20,oaxaca,VILLA DE SANTIAGO CHAZUMBA,6,1978,986,0,97,15,,0,129,,1,1,15,3,
2016,gob,20,oaxaca,VILLA DE SANTIAGO CHAZUMBA,6,1979,692,0,77,10,,1,83,,1,3,3,4,
2016,gob,20,oaxaca,VILLA DE SANTIAGO CHAZUMBA,6,1980,323,0,101,7,,3,147,,2,1,3,0,
2016,gob,20,oaxaca,VILLA DE SANTIAGO CHAZUMBA,6,1981,194,0,67,6,,2,71,,2,3,1,0,
2016,gob,20,oaxaca,VILLA DE SANTIAGO CHAZUMBA,6,1982,293,0,7,7,,0,32,,1,0,0,0,
2016,gob,20,oaxaca,VILLA DE SANTIAGO CHAZUMBA,6,1983,191,0,37,9,,0,84,,0,1,1,0,
2016,gob,20,oaxaca,VILLA DE SANTIAGO CHAZUMBA,6,1984,107,0,38,3,,1,36,,1,0,1,0,
2016,gob,20,oaxaca,VILLA DE SANTIAGO CHAZUMBA,6,1985,233,0,63,5,,1,3,,0,4,0,0,
2016,gob,20,oaxaca,VILLA DE SANTIAGO CHAZUMBA,6,1986,294,0,122,6,,6,8,,1,8,2,2,
2016,gob,20,oaxaca,SANTIAGO CHOAPAM,10,1987,,,,,,,,,,,,,
2016,gob,20,oaxaca,SANTIAGO CHOAPAM,10,1988,1028,0,75,27,,7,37,,6,2,141,2,
2016,gob,20,oaxaca,SANTIAGO CHOAPAM,10,1989,312,0,62,6,,4,4,,0,2,8,0,
2016,gob,20,oaxaca,SANTIAGO CHOAPAM,10,1990,842,0,27,18,,4,30,,1,2,6,3,
2016,gob,20,oaxaca,SANTIAGO COMALTEPEC,9,1991,821,0,89,15,,6,39,,9,22,24,35,
2016,gob,20,oaxaca,SANTIAGO COMALTEPEC,9,1992,243,0,43,9,,0,13,,1,2,21,2,
2016,gob,20,oaxaca,SANTIAGO DEL RIO,6,1993,350,0,36,6,,1,33,,0,2,3,0,
2016,gob,20,oaxaca,SANTIAGO DEL RIO,6,1994,190,0,42,6,,4,45,,1,2,4,0,
2016,gob,20,oaxaca,SANTIAGO HUAJOLOTITLAN,6,1995,1843,1,171,18,,4,152,,3,4,33,5,
2016,gob,20,oaxaca,SANTIAGO HUAJOLOTITLAN,6,1996,377,0,83,11,,3,55,,0,2,13,4,
2016,gob,20,oaxaca,SANTIAGO HUAJOLOTITLAN,6,1997,406,0,57,7,,2,47,,0,0,8,1,
2016,gob,20,oaxaca,SANTIAGO HUAJOLOTITLAN,6,1998,701,0,29,12,,0,5,,2,1,4,1,
2016,gob,20,oaxaca,SANTIAGO HUAUCLILLA,,1999,289,0,19,13,,1,31,,1,0,7,0,
2016,gob,20,oaxaca,SANTIAGO HUAUCLILLA,,2001,142,0,3,3,,0,34,,0,0,19,0,
2016,gob,20,oaxaca,SANTIAGO IHUITLAN PLUMAS,,2002,166,0,12,3,,2,7,,0,0,7,7,
2016,gob,20,oaxaca,SANTIAGO IHUITLAN PLUMAS,,2003,138,0,10,0,,1,22,,0,3,3,0,
2016,gob,20,oaxaca,SANTIAGO IXCUINTEPEC,10,2004,955,0,61,18,,3,34,,0,1,36,2,
2016,gob,20,oaxaca,SANTIAGO IXTAYUTLA,22,2005,2352,12,242,69,,9,597,,12,31,56,16,
2016,gob,20,oaxaca,SANTIAGO IXTAYUTLA,22,2006,261,0,37,2,,1,65,,0,1,7,9,
2016,gob,20,oaxaca,SANTIAGO IXTAYUTLA,22,2007,1118,0,198,35,,6,358,,9,17,19,4,
2016,gob,20,oaxaca,SANTIAGO IXTAYUTLA,22,2008,433,0,64,5,,5,69,,3,3,5,0,
2016,gob,20,oaxaca,SANTIAGO IXTAYUTLA,22,2009,1284,,,,,,,,,,,,
2016,gob,20,oaxaca,SANTIAGO IXTAYUTLA,22,2010,1818,0,458,55,,6,425,,9,19,22,8,
2016,gob,20,oaxaca,SANTIAGO IXTAYUTLA,22,2011,522,0,157,13,,3,105,,0,0,3,1,
2016,gob,20,oaxaca,SANTIAGO JAMILTEPEC,22,2012,1110,0,304,20,,1,138,,3,6,16,5,
2016,gob,20,oaxaca,SANTIAGO JAMILTEPEC,22,2013,1675,0,595,29,,6,216,,8,3,22,8,
2016,gob,20,oaxaca,SANTIAGO JAMILTEPEC,22,2014,1136,0,381,13,,6,111,,,6,13,4,
2016,gob,20,oaxaca,SANTIAGO JAMILTEPEC,22,2015,1290,0,336,21,,5,99,,6,10,17,7,
2016,gob,20,oaxaca,SANTIAGO JAMILTEPEC,22,2016,991,0,300,12,,4,114,,4,7,16,4,
2016,gob,20,oaxaca,SANTIAGO JAMILTEPEC,22,2017,1256,0,286,18,,3,124,,4,6,15,9,
2016,gob,20,oaxaca,SANTIAGO JAMILTEPEC,22,2018,1399,0,306,25,,5,84,,4,6,31,6,
2016,gob,20,oaxaca,SANTIAGO JAMILTEPEC,22,2019,575,0,186,23,,0,29,,2,4,33,2,
2016,gob,20,oaxaca,SANTIAGO JAMILTEPEC,22,2020,464,0,155,6,,1,6,,8,5,3,2,
2016,gob,20,oaxaca,SANTIAGO JAMILTEPEC,22,2021,829,5,181,10,,2,55,,3,3,13,2,
2016,gob,20,oaxaca,SANTIAGO JAMILTEPEC,22,2022,1195,0,220,29,,2,80,,5,5,11,4,
2016,gob,20,oaxaca,SANTIAGO JAMILTEPEC,22,2023,662,0,84,13,,4,32,,4,2,8,7,
2016,gob,20,oaxaca,SANTIAGO JAMILTEPEC,22,2024,756,0,67,17,,3,48,,0,3,26,3,
2016,gob,20,oaxaca,LOMA BONITA ,3,2025,1799,1,94,32,,4,224,,4,3,39,2,
2016,gob,20,oaxaca,LOMA BONITA ,3,2026,946,0,152,15,,9,156,,5,8,38,4,
2016,gob,20,oaxaca,LOMA BONITA ,3,2027,444,0,139,4,,7,18,,0,1,10,1,
2016,gob,20,oaxaca,LOMA BONITA ,3,2028,228,0,8,4,,0,29,,0,0,4,1,
2016,gob,20,oaxaca,LOMA BONITA ,3,2029,1108,0,190,36,,10,112,,1,8,48,1,
2016,gob,20,oaxaca,LOMA BONITA ,3,2030,1270,0,134,27,,7,242,,10,8,20,0,
2016,gob,20,oaxaca,LOMA BONITA ,3,2031,1321,0,45,18,,1,375,,0,6,33,0,
2016,gob,20,oaxaca,LOMA BONITA ,3,2032,1247,0,69,25,,6,238,,8,5,206,0,
2016,gob,20,oaxaca,SANTIAGO JUXTLAHUACA,,2033,,,,,,,,,,,,,
2016,gob,20,oaxaca,SANTIAGO JUXTLAHUACA,,2034,2475,1,501,46,,8,86,,12,25,77,20,
2016,gob,20,oaxaca,SANTIAGO JUXTLAHUACA,,2035,1881,0,461,36,,6,83,,5,12,61,9,
2016,gob,20,oaxaca,SANTIAGO JUXTLAHUACA,,2036,1865,0,364,25,,3,86,,10,13,59,10,
2016,gob,20,oaxaca,SANTIAGO JUXTLAHUACA,,2037,1003,0,188,31,,2,27,,4,19,46,0,
2016,gob,20,oaxaca,SANTIAGO JUXTLAHUACA,,2038,606,0,109,16,,6,20,,5,8,9,9,
2016,gob,20,oaxaca,SANTIAGO JUXTLAHUACA,,2039,1304,0,284,46,,4,90,,8,14,46,12,
2016,gob,20,oaxaca,SANTIAGO JUXTLAHUACA,,2040,723,0,127,9,,2,51,,1,9,17,5,
2016,gob,20,oaxaca,SANTIAGO JUXTLAHUACA,,2041,798,0,130,32,,3,28,,228,21,21,7,
2016,gob,20,oaxaca,SANTIAGO JUXTLAHUACA,,2042,1857,0,310,65,,6,169,,7,76,60,18,
2016,gob,20,oaxaca,SANTIAGO JUXTLAHUACA,,2043,1358,0,325,48,,10,18,,14,30,18,19,
2016,gob,20,oaxaca,SANTIAGO JUXTLAHUACA,,2044,611,0,76,17,,2,38,,0,26,22,2,
2016,gob,20,oaxaca,SANTIAGO JUXTLAHUACA,,2045,1005,0,228,53,,9,41,,12,36,8,6,
