Seccion,Casilla,Eleccion,Municipio,Distrito,Estatus,LN,Total,Partido Acción Nacional,Partido Revolucionario Institucional,Partido de la Revolución Democrática,Partido del Trabajo,Partido Verde Ecologista de México,Movimiento Ciudadano,Nueva Alianza Partido Político Nacional,Partido Demócrata,Partido Cruzada Ciudadana,MORENA,Partido Humanista  Partido Político Nacional,Partido Político Nacional  Encuentro Social,Candidato Independiente,Votos Anulados
1486,BASICA,Diputados Locales,Monterrey,1,Acta contabilizada,666,340,86,101,12,26,19,30,8,2,2,5,9,27,0,13
1486,CONTIGUA 1,Diputados Locales,Monterrey,1,Acta contabilizada,665,354,82,127,10,33,14,30,10,0,1,6,4,19,0,18
1486,CONTIGUA 2,Diputados Locales,Monterrey,1,Acta contabilizada,665,354,90,124,11,23,20,32,6,0,1,5,12,18,0,12
1487,BASICA,Diputados Locales,Monterrey,1,Acta contabilizada,710,360,78,111,10,26,15,49,12,0,3,5,12,23,0,16
1487,CONTIGUA 1,Diputados Locales,Monterrey,1,Acta contabilizada,710,344,89,123,2,27,16,41,6,0,1,8,10,21,0,0
1487,CONTIGUA 2,Diputados Locales,Monterrey,1,Acta contabilizada,710,364,102,98,8,25,23,47,10,2,0,7,7,21,0,14
1487,CONTIGUA 3,Diputados Locales,Monterrey,1,Acta contabilizada,710,366,90,104,4,42,28,43,10,2,1,6,13,17,0,6
1488,BASICA,Diputados Locales,Monterrey,1,Acta contabilizada,707,418,147,91,3,15,15,75,14,4,3,8,19,13,0,11
1488,CONTIGUA 1,Diputados Locales,Monterrey,1,Acta contabilizada,706,432,127,92,5,27,21,81,21,3,5,9,15,14,0,12
1488,CONTIGUA 2,Diputados Locales,Monterrey,1,Acta contabilizada,706,415,143,87,7,20,17,63,19,3,3,10,15,22,0,6
1488,CONTIGUA 3,Diputados Locales,Monterrey,1,Acta contabilizada,706,413,139,93,4,21,14,81,11,4,2,11,15,7,0,11
1489,BASICA,Diputados Locales,Monterrey,1,Acta contabilizada,620,343,95,77,8,28,14,53,11,1,3,7,11,26,0,9
1489,CONTIGUA 1,Diputados Locales,Monterrey,1,Acta contabilizada,620,335,84,81,9,24,24,46,18,0,3,7,16,13,0,10
1489,CONTIGUA 2,Diputados Locales,Monterrey,1,Acta contabilizada,619,376,77,103,3,31,15,76,21,1,3,4,7,19,0,16
1489,CONTIGUA 3,Diputados Locales,Monterrey,1,Acta contabilizada,619,370,84,108,5,20,19,51,12,5,1,11,14,20,0,20
1490,BASICA,Diputados Locales,Monterrey,1,Acta contabilizada,582,294,57,130,3,23,0,34,0,0,3,6,6,19,0,13
1490,CONTIGUA 1,Diputados Locales,Monterrey,1,Acta contabilizada,582,323,48,147,8,17,12,34,10,1,2,6,14,16,0,8
1490,CONTIGUA 2,Diputados Locales,Monterrey,1,Acta contabilizada,582,293,55,119,3,24,13,36,8,2,5,5,5,18,0,0
1491,BASICA,Diputados Locales,Monterrey,1,Acta contabilizada,663,348,68,164,9,18,13,26,7,0,2,4,4,16,0,17
1491,CONTIGUA 1,Diputados Locales,Monterrey,1,Acta contabilizada,662,359,79,165,4,17,12,23,8,2,1,7,7,19,0,15
1491,CONTIGUA 2,Diputados Locales,Monterrey,1,Acta contabilizada,662,354,65,157,5,16,23,30,6,1,2,7,8,19,0,15
1492,BASICA,Diputados Locales,Monterrey,1,Acta contabilizada,632,412,172,63,3,14,19,67,18,0,1,10,7,32,0,6
1492,CONTIGUA 1,Diputados Locales,Monterrey,1,Acta contabilizada,632,401,132,70,4,21,13,86,15,1,6,9,13,26,0,5
1492,CONTIGUA 2,Diputados Locales,Monterrey,1,Acta contabilizada,632,380,124,64,6,30,8,67,12,1,3,15,17,24,0,9
1492,CONTIGUA 3,Diputados Locales,Monterrey,1,Acta contabilizada,632,392,121,69,8,19,25,76,22,0,7,13,9,0,0,23
1492,CONTIGUA 4,Diputados Locales,Monterrey,1,Acta contabilizada,631,417,165,68,5,15,15,72,13,4,4,15,8,24,0,9
1493,BASICA,Diputados Locales,Monterrey,1,Acta contabilizada,575,299,79,81,3,16,16,30,14,0,3,11,9,28,0,9
1493,CONTIGUA 1,Diputados Locales,Monterrey,1,Acta contabilizada,574,326,106,67,5,31,15,36,10,0,3,8,10,20,0,15
1494,BASICA,Diputados Locales,Monterrey,1,Acta contabilizada,579,360,85,90,5,35,15,36,20,0,5,17,13,24,0,15
1494,CONTIGUA 1,Diputados Locales,Monterrey,1,Acta contabilizada,578,372,86,90,9,26,25,40,19,0,6,7,9,28,0,27
1495,BASICA,Diputados Locales,Monterrey,2,Acta contabilizada,647,389,75,131,2,29,13,42,19,0,2,15,20,25,0,16
1495,CONTIGUA 1,Diputados Locales,Monterrey,2,Acta contabilizada,646,369,71,136,7,26,25,25,17,1,3,15,7,32,0,4
1495,CONTIGUA 2,Diputados Locales,Monterrey,2,Acta contabilizada,646,380,70,148,5,27,22,20,17,0,2,15,9,35,0,10
1496,BASICA,Diputados Locales,Monterrey,2,Acta contabilizada,512,287,70,84,4,26,11,30,13,2,1,6,11,17,0,12
1496,CONTIGUA 1,Diputados Locales,Monterrey,2,Acta contabilizada,511,284,57,104,1,27,15,16,7,1,0,6,12,24,0,14
1496,CONTIGUA 2,Diputados Locales,Monterrey,2,Acta contabilizada,511,288,60,100,4,20,16,23,4,0,5,11,5,29,0,11
1497,BASICA,Diputados Locales,Monterrey,2,Acta contabilizada,639,323,63,120,4,34,14,15,6,0,4,4,5,35,0,19
1497,CONTIGUA 1,Diputados Locales,Monterrey,2,Acta contabilizada,639,318,44,145,4,26,16,12,11,2,1,5,11,23,0,18
1497,CONTIGUA 2,Diputados Locales,Monterrey,2,Acta contabilizada,639,341,56,163,2,41,14,12,4,1,6,0,6,24,0,12
1498,BASICA,Diputados Locales,Monterrey,2,Acta contabilizada,654,353,47,183,3,27,12,14,9,1,1,8,9,22,0,17
1498,CONTIGUA 1,Diputados Locales,Monterrey,2,Acta contabilizada,654,339,44,153,9,39,18,20,9,4,4,4,11,17,0,7
1498,CONTIGUA 2,Diputados Locales,Monterrey,2,Acta contabilizada,654,348,48,159,4,32,15,15,8,0,1,5,6,32,0,23
1499,BASICA,Diputados Locales,Monterrey,2,Acta contabilizada,697,356,78,163,3,20,9,21,6,1,2,9,10,16,0,18
1499,CONTIGUA 1,Diputados Locales,Monterrey,2,Acta contabilizada,697,402,77,178,7,34,18,17,14,0,0,8,13,16,0,20
1499,CONTIGUA 2,Diputados Locales,Monterrey,2,Acta contabilizada,696,391,88,171,1,19,15,20,15,1,4,6,3,21,0,27
1500,BASICA,Diputados Locales,Monterrey,2,Acta contabilizada,568,332,79,108,7,23,19,26,9,0,2,13,7,27,0,12
1500,CONTIGUA 1,Diputados Locales,Monterrey,2,Acta contabilizada,567,300,66,94,4,13,15,29,9,0,3,10,12,30,0,15
1500,CONTIGUA 2,Diputados Locales,Monterrey,2,Acta contabilizada,567,317,81,119,4,16,21,20,16,1,2,2,5,21,0,9
1501,BASICA,Diputados Locales,Monterrey,1,Acta contabilizada,629,398,132,115,5,17,15,30,15,2,3,14,12,25,0,13
1501,CONTIGUA 1,Diputados Locales,Monterrey,1,Acta contabilizada,628,399,126,113,5,14,15,51,16,2,3,15,12,13,0,14
1502,BASICA,Diputados Locales,Monterrey,1,Acta contabilizada,616,424,159,87,5,19,23,59,16,0,2,9,14,18,0,13
1502,CONTIGUA 1,Diputados Locales,Monterrey,1,Acta contabilizada,615,394,155,96,4,26,16,47,17,0,3,6,8,7,0,9
1503,BASICA,Diputados Locales,Monterrey,1,Acta contabilizada,549,400,134,93,4,19,19,51,15,1,1,10,17,23,0,13
1503,CONTIGUA 1,Diputados Locales,Monterrey,1,Acta contabilizada,549,399,141,77,4,25,17,53,12,2,7,13,13,22,0,13
1504,BASICA,Diputados Locales,Monterrey,1,Acta contabilizada,634,437,133,67,4,35,13,93,28,2,4,11,13,25,0,9
1504,CONTIGUA 1,Diputados Locales,Monterrey,1,Acta contabilizada,634,462,168,79,5,20,16,92,22,2,6,8,14,17,0,13
1504,CONTIGUA 2,Diputados Locales,Monterrey,1,Acta contabilizada,634,440,170,56,3,32,15,84,18,0,6,15,9,23,0,9
1504,CONTIGUA 3,Diputados Locales,Monterrey,1,Acta contabilizada,634,443,163,62,5,20,16,79,22,3,3,16,10,29,0,15
1504,CONTIGUA 4,Diputados Locales,Monterrey,1,Acta contabilizada,633,437,167,57,8,22,13,87,25,0,4,11,13,23,0,7
1504,ESPECIAL 1,Diputados Locales,Monterrey,1,Acta contabilizada,0,58,27,6,0,3,0,8,3,1,0,1,4,2,0,3
1505,BASICA,Diputados Locales,Monterrey,1,Acta contabilizada,671,462,139,113,5,30,23,75,25,0,5,11,6,16,0,14
1505,CONTIGUA 1,Diputados Locales,Monterrey,1,Acta contabilizada,671,431,123,100,5,32,14,67,18,0,2,16,15,27,0,12
1505,CONTIGUA 2,Diputados Locales,Monterrey,1,Acta contabilizada,670,400,118,112,8,31,16,44,14,1,3,12,9,16,0,16
1506,BASICA,Diputados Locales,Monterrey,1,Acta contabilizada,739,536,241,65,2,17,23,113,17,0,7,11,9,20,0,11
1506,CONTIGUA 1,Diputados Locales,Monterrey,1,Acta contabilizada,739,544,234,72,5,17,14,115,15,3,6,13,20,17,0,13
1506,CONTIGUA 2,Diputados Locales,Monterrey,1,Acta contabilizada,738,531,216,64,1,15,14,132,22,2,3,14,13,17,0,18
1506,CONTIGUA 3,Diputados Locales,Monterrey,1,Acta contabilizada,738,545,222,68,7,18,14,119,19,2,6,17,19,20,0,14
1506,CONTIGUA 4,Diputados Locales,Monterrey,1,Acta contabilizada,738,563,235,70,9,17,19,121,20,1,4,16,17,20,0,14
1506,CONTIGUA 5,Diputados Locales,Monterrey,1,Acta contabilizada,738,527,217,74,4,14,14,120,26,1,9,10,10,20,0,8
1506,CONTIGUA 6,Diputados Locales,Monterrey,1,Acta contabilizada,738,540,221,56,4,23,13,126,21,4,6,17,16,25,0,8
1507,BASICA,Diputados Locales,Monterrey,1,Acta contabilizada,676,472,211,49,6,13,11,106,15,2,2,14,14,19,0,10
1507,CONTIGUA 1,Diputados Locales,Monterrey,1,Acta contabilizada,676,472,210,51,6,16,10,114,24,2,3,9,10,11,0,6
1507,CONTIGUA 2,Diputados Locales,Monterrey,1,Acta contabilizada,676,470,197,53,5,9,15,136,7,1,6,10,11,15,0,5
1507,CONTIGUA 3,Diputados Locales,Monterrey,1,Acta contabilizada,676,470,189,62,6,5,16,117,16,0,4,13,10,19,0,13
1507,CONTIGUA 4,Diputados Locales,Monterrey,1,Acta contabilizada,676,469,211,68,6,8,19,88,7,2,6,20,13,8,0,13
1507,CONTIGUA 5,Diputados Locales,Monterrey,1,Acta contabilizada,676,457,165,60,7,10,17,119,14,0,7,19,12,19,0,8
1507,CONTIGUA 6,Diputados Locales,Monterrey,1,Acta contabilizada,676,467,209,52,6,3,18,104,16,5,3,17,10,13,0,11
1507,CONTIGUA 7,Diputados Locales,Monterrey,1,Acta contabilizada,676,466,189,46,9,20,12,106,21,4,4,15,20,13,0,7
1507,CONTIGUA 8,Diputados Locales,Monterrey,1,Acta contabilizada,676,472,181,57,1,18,13,117,15,1,8,19,15,19,0,8
1507,CONTIGUA 9,Diputados Locales,Monterrey,1,Acta contabilizada,676,485,218,65,5,8,9,110,18,1,6,9,11,16,0,9
1508,BASICA,Diputados Locales,Monterrey,1,Acta contabilizada,732,436,128,126,4,22,17,50,18,4,6,12,9,28,0,12
1508,CONTIGUA 1,Diputados Locales,Monterrey,1,Acta contabilizada,732,458,107,140,3,25,14,68,16,2,7,5,21,26,0,24
1509,BASICA,Diputados Locales,Monterrey,1,Acta contabilizada,503,281,62,81,2,12,13,58,12,0,2,12,3,14,0,10
1509,CONTIGUA 1,Diputados Locales,Monterrey,1,Acta contabilizada,502,318,81,130,3,7,14,26,14,0,3,9,9,12,0,10
1509,CONTIGUA 2,Diputados Locales,Monterrey,1,Acta contabilizada,502,309,81,102,2,9,18,39,8,1,4,7,8,18,0,12
1510,BASICA,Diputados Locales,Monterrey,3,Acta contabilizada,600,412,139,98,9,28,22,54,15,0,0,8,8,21,0,10
1510,CONTIGUA 1,Diputados Locales,Monterrey,3,Acta contabilizada,599,391,134,91,8,33,16,41,16,1,0,5,9,26,0,11
1510,CONTIGUA 2,Diputados Locales,Monterrey,3,Acta contabilizada,599,393,123,101,9,27,14,50,12,1,0,7,15,21,0,13
1511,BASICA,Diputados Locales,Monterrey,3,Acta contabilizada,724,500,165,116,4,12,12,62,21,1,0,17,13,57,0,20
1511,CONTIGUA 1,Diputados Locales,Monterrey,3,Acta contabilizada,724,724,152,103,5,26,10,53,23,6,0,9,21,52,0,264
1512,BASICA,Diputados Locales,Monterrey,3,Acta contabilizada,543,393,135,96,8,12,12,46,22,2,0,6,14,24,0,16
1512,CONTIGUA 1,Diputados Locales,Monterrey,3,Acta contabilizada,543,389,125,115,5,17,8,38,16,0,0,11,13,30,0,11
1512,CONTIGUA 2,Diputados Locales,Monterrey,3,Acta contabilizada,543,365,120,101,4,14,12,39,16,1,0,10,13,24,0,11
1513,BASICA,Diputados Locales,Monterrey,3,Acta contabilizada,670,403,107,91,17,22,19,47,9,1,0,12,12,50,0,16
1513,CONTIGUA 1,Diputados Locales,Monterrey,3,Acta contabilizada,670,359,91,102,9,26,19,60,18,0,0,9,9,4,0,12
1513,CONTIGUA 2,Diputados Locales,Monterrey,3,Acta contabilizada,669,397,90,92,10,37,6,62,13,2,0,15,12,45,0,13
1513,CONTIGUA 3,Diputados Locales,Monterrey,3,Acta contabilizada,669,430,108,114,12,39,18,46,17,1,0,13,17,34,0,11
1514,BASICA,Diputados Locales,Monterrey,3,Acta contabilizada,518,345,100,78,12,22,10,33,39,1,0,10,5,24,0,11
1514,CONTIGUA 1,Diputados Locales,Monterrey,3,Acta contabilizada,518,388,127,84,6,15,15,64,30,1,0,9,15,18,0,4
1514,CONTIGUA 2,Diputados Locales,Monterrey,3,Acta contabilizada,517,361,89,89,8,19,20,50,38,1,0,7,8,27,0,5
1515,BASICA,Diputados Locales,Monterrey,3,Acta contabilizada,589,436,149,122,6,25,11,45,26,0,0,5,12,24,0,11
1515,CONTIGUA 1,Diputados Locales,Monterrey,3,Acta contabilizada,588,423,129,121,7,18,13,49,30,2,0,5,9,22,0,18
1516,BASICA,Diputados Locales,Monterrey,3,Acta contabilizada,704,482,131,130,34,18,24,58,32,1,0,7,13,20,0,14
1516,CONTIGUA 1,Diputados Locales,Monterrey,3,Acta contabilizada,704,508,162,148,29,18,16,44,42,0,0,4,15,17,0,13
1517,BASICA,Diputados Locales,Monterrey,2,Acta contabilizada,603,341,63,128,2,28,20,25,5,1,3,5,10,28,0,23
1517,CONTIGUA 1,Diputados Locales,Monterrey,2,Acta contabilizada,603,348,69,121,6,21,30,30,8,0,2,11,13,23,0,14
1517,CONTIGUA 2,Diputados Locales,Monterrey,2,Acta contabilizada,603,321,82,107,5,20,16,30,13,0,2,5,10,20,0,11
1518,BASICA,Diputados Locales,Monterrey,2,Acta contabilizada,586,327,60,132,5,37,13,13,12,0,1,6,9,23,0,16
1518,CONTIGUA 1,Diputados Locales,Monterrey,2,Acta contabilizada,585,295,53,143,4,23,16,10,2,1,1,8,6,19,0,9
1518,CONTIGUA 2,Diputados Locales,Monterrey,2,Acta contabilizada,585,294,64,132,2,28,13,11,4,0,2,3,4,17,0,14
1518,CONTIGUA 3,Diputados Locales,Monterrey,2,Acta contabilizada,585,287,47,145,2,28,10,20,7,0,2,2,2,12,0,10
1519,BASICA,Diputados Locales,Monterrey,2,Acta contabilizada,742,382,29,217,3,59,11,16,6,0,1,2,9,13,0,16
1519,CONTIGUA 1,Diputados Locales,Monterrey,2,Acta contabilizada,741,372,48,187,2,42,18,11,7,7,0,4,7,19,0,20
1519,CONTIGUA 2,Diputados Locales,Monterrey,2,Acta contabilizada,741,382,33,221,3,60,7,10,3,1,1,3,7,17,0,16
1520,BASICA,Diputados Locales,Monterrey,2,Acta contabilizada,606,313,37,136,2,56,17,20,7,1,2,4,7,11,0,13
1520,CONTIGUA 1,Diputados Locales,Monterrey,2,Acta contabilizada,606,293,28,127,2,72,9,14,3,0,1,9,2,12,0,14
1520,CONTIGUA 2,Diputados Locales,Monterrey,2,Acta contabilizada,606,330,29,149,4,85,11,12,2,0,0,4,6,16,0,12
1520,CONTIGUA 3,Diputados Locales,Monterrey,2,Acta contabilizada,606,322,30,126,3,70,15,21,5,0,1,8,6,23,0,14
1521,BASICA,Diputados Locales,Monterrey,2,Acta contabilizada,614,316,46,133,4,69,7,12,2,0,2,0,1,30,0,10
1521,CONTIGUA 1,Diputados Locales,Monterrey,2,Acta contabilizada,614,301,38,125,3,45,11,15,5,1,5,4,4,33,0,12
1521,CONTIGUA 2,Diputados Locales,Monterrey,2,Acta contabilizada,613,302,39,103,3,51,6,10,3,1,1,5,17,47,0,16
1521,CONTIGUA 3,Diputados Locales,Monterrey,2,Acta contabilizada,613,311,44,103,3,72,12,18,2,2,1,5,8,33,0,8
1522,BASICA,Diputados Locales,Monterrey,2,Acta contabilizada,709,355,42,110,3,107,16,15,6,0,0,3,3,34,0,16
1522,CONTIGUA 1,Diputados Locales,Monterrey,2,Acta contabilizada,709,339,43,116,2,89,10,13,6,0,3,3,5,27,0,22
1522,CONTIGUA 2,Diputados Locales,Monterrey,2,Acta contabilizada,709,364,43,120,4,96,15,14,8,1,1,3,9,35,0,15
1523,BASICA,Diputados Locales,Monterrey,2,Acta contabilizada,612,389,73,163,6,33,14,16,10,0,3,6,7,41,0,17
1523,CONTIGUA 1,Diputados Locales,Monterrey,2,Acta contabilizada,612,349,85,119,2,30,8,26,6,0,1,5,12,43,0,12
1523,CONTIGUA 2,Diputados Locales,Monterrey,2,Acta contabilizada,612,372,69,124,3,40,13,34,10,1,0,6,8,45,0,19
1524,BASICA,Diputados Locales,Monterrey,2,Acta contabilizada,593,343,71,122,4,25,14,26,9,0,1,13,8,43,0,7
1524,CONTIGUA 1,Diputados Locales,Monterrey,2,Acta contabilizada,593,327,76,120,4,21,19,15,10,3,1,0,10,39,0,9
1524,CONTIGUA 2,Diputados Locales,Monterrey,2,Acta contabilizada,593,342,70,135,3,26,11,22,7,1,0,4,10,43,0,10
1525,BASICA,Diputados Locales,Monterrey,2,Acta contabilizada,561,336,89,103,6,20,8,34,10,0,4,6,5,39,0,12
1525,CONTIGUA 1,Diputados Locales,Monterrey,2,Acta contabilizada,560,305,62,132,1,15,15,20,11,0,3,7,5,26,0,8
1525,CONTIGUA 2,Diputados Locales,Monterrey,2,Acta contabilizada,560,364,77,139,2,28,22,27,8,0,1,8,9,28,0,15
1526,BASICA,Diputados Locales,Monterrey,3,Acta contabilizada,682,477,148,132,8,18,15,68,25,2,0,11,15,26,0,9
1526,CONTIGUA 1,Diputados Locales,Monterrey,3,Acta contabilizada,681,482,146,136,10,24,13,74,22,2,0,4,9,25,0,17
1527,BASICA,Diputados Locales,Monterrey,3,Acta contabilizada,558,391,107,88,13,21,12,54,31,3,0,17,9,27,0,9
1527,CONTIGUA 1,Diputados Locales,Monterrey,3,Acta contabilizada,557,381,109,97,7,15,8,59,41,0,0,9,10,21,0,5
1527,CONTIGUA 2,Diputados Locales,Monterrey,3,Acta contabilizada,557,393,126,91,6,11,14,63,37,1,0,12,6,17,0,9
1528,BASICA,Diputados Locales,Monterrey,3,Acta contabilizada,505,354,129,80,8,19,15,28,27,1,0,8,8,16,0,15
1528,CONTIGUA 1,Diputados Locales,Monterrey,3,Acta contabilizada,505,353,137,66,3,15,19,31,24,2,0,7,14,22,0,13
1528,CONTIGUA 2,Diputados Locales,Monterrey,3,Acta contabilizada,504,357,136,68,3,24,15,39,25,4,0,6,13,16,0,8
1529,BASICA,Diputados Locales,Monterrey,1,Acta contabilizada,691,396,104,129,6,21,20,37,26,1,1,12,16,12,0,11
1529,CONTIGUA 1,Diputados Locales,Monterrey,1,Acta contabilizada,691,388,80,112,7,30,21,68,10,2,3,8,14,18,0,15
1530,BASICA,Diputados Locales,Monterrey,1,Acta contabilizada,745,436,107,140,10,13,16,59,17,1,1,13,16,29,0,14
1530,CONTIGUA 1,Diputados Locales,Monterrey,1,Acta contabilizada,745,448,143,129,3,22,16,48,14,1,3,15,11,29,0,14
1531,BASICA,Diputados Locales,Monterrey,1,Acta contabilizada,625,375,107,93,5,17,21,53,14,1,4,12,14,22,0,12
1531,CONTIGUA 1,Diputados Locales,Monterrey,1,Acta contabilizada,625,382,118,83,2,24,17,56,26,1,2,13,16,10,0,14
1531,CONTIGUA 2,Diputados Locales,Monterrey,1,Acta contabilizada,624,374,123,96,4,14,21,45,18,0,5,7,9,17,0,15
1532,BASICA,Diputados Locales,Monterrey,1,Acta contabilizada,685,453,177,68,2,13,15,106,19,0,2,12,19,15,0,5
1532,CONTIGUA 1,Diputados Locales,Monterrey,1,Acta contabilizada,685,497,202,62,7,7,18,108,22,0,5,15,18,20,0,13
1532,CONTIGUA 2,Diputados Locales,Monterrey,1,Acta contabilizada,684,437,164,48,3,20,15,103,19,2,6,18,12,14,0,13
1532,CONTIGUA 3,Diputados Locales,Monterrey,1,Acta contabilizada,684,477,201,50,5,21,18,100,27,0,6,12,10,18,0,9
1533,BASICA,Diputados Locales,Monterrey,1,Acta contabilizada,684,439,137,79,3,26,23,64,31,1,2,25,11,26,0,11
1533,CONTIGUA 1,Diputados Locales,Monterrey,1,Acta contabilizada,684,423,138,91,6,20,20,66,16,0,3,12,23,23,0,5
1533,CONTIGUA 2,Diputados Locales,Monterrey,1,Acta contabilizada,683,410,141,68,7,19,13,74,21,0,5,9,17,26,0,10
1534,BASICA,Diputados Locales,Monterrey,1,Acta contabilizada,546,357,118,72,11,22,17,48,6,1,4,16,13,19,0,10
1534,CONTIGUA 1,Diputados Locales,Monterrey,1,Acta contabilizada,545,338,97,82,2,22,14,54,13,1,4,11,15,14,0,9
1534,CONTIGUA 2,Diputados Locales,Monterrey,1,Acta contabilizada,545,345,121,84,6,22,16,45,15,0,4,4,7,16,0,5
1535,BASICA,Diputados Locales,Monterrey,1,Acta contabilizada,705,454,151,69,5,29,31,78,20,1,2,17,14,21,0,16
1535,CONTIGUA 1,Diputados Locales,Monterrey,1,Acta contabilizada,705,454,125,104,5,25,23,73,25,1,7,17,14,19,0,16
1535,CONTIGUA 2,Diputados Locales,Monterrey,1,Acta contabilizada,705,449,140,75,3,24,25,89,18,1,3,18,17,24,0,12
1535,ESPECIAL 1,Diputados Locales,Monterrey,1,Acta contabilizada,0,414,121,94,5,17,24,63,19,2,5,12,10,30,0,12
1536,BASICA,Diputados Locales,Monterrey,1,Acta contabilizada,671,394,94,137,6,30,32,27,16,3,5,8,12,11,0,13
1536,CONTIGUA 1,Diputados Locales,Monterrey,1,Acta contabilizada,671,378,102,129,5,28,17,45,11,0,4,6,10,11,0,10
1537,BASICA,Diputados Locales,Monterrey,1,Acta contabilizada,652,356,84,130,7,29,12,23,14,4,4,6,12,11,0,20
1537,CONTIGUA 1,Diputados Locales,Monterrey,1,Acta contabilizada,651,357,75,129,1,35,19,32,18,1,2,9,10,9,0,17
1538,BASICA,Diputados Locales,Monterrey,3,Acta contabilizada,680,456,172,92,6,17,14,67,15,0,0,13,16,26,0,18
1538,CONTIGUA 1,Diputados Locales,Monterrey,3,Acta contabilizada,679,472,177,92,10,26,20,74,14,2,0,12,8,24,0,13
1539,BASICA,Diputados Locales,Monterrey,3,Acta contabilizada,644,404,101,130,7,19,23,54,12,1,0,11,3,27,0,16
1539,CONTIGUA 1,Diputados Locales,Monterrey,3,Acta contabilizada,643,356,100,113,6,17,21,30,12,0,0,13,5,25,0,14
1539,ESPECIAL 1,Diputados Locales,Monterrey,3,Acta contabilizada,0,32,6,9,2,4,2,1,2,0,0,1,2,3,0,0
1540,BASICA,Diputados Locales,Monterrey,3,Acta contabilizada,724,481,165,117,6,20,24,57,24,0,0,11,16,33,0,8
1540,CONTIGUA 1,Diputados Locales,Monterrey,3,Acta contabilizada,724,512,152,128,15,25,39,56,25,1,0,17,12,28,0,14
1541,BASICA,Diputados Locales,Monterrey,3,Acta contabilizada,535,304,71,89,6,10,20,39,9,1,0,5,5,32,0,17
1541,CONTIGUA 1,Diputados Locales,Monterrey,3,Acta contabilizada,535,311,72,90,7,19,27,34,12,0,0,4,7,21,0,18
1541,CONTIGUA 2,Diputados Locales,Monterrey,3,Acta contabilizada,534,314,73,103,6,19,15,25,13,0,0,8,9,22,0,21
1542,BASICA,Diputados Locales,Monterrey,3,Acta contabilizada,545,367,134,110,2,12,8,35,17,4,0,16,13,10,0,6
1542,CONTIGUA 1,Diputados Locales,Monterrey,3,Acta contabilizada,544,357,122,101,1,22,14,50,14,2,0,7,5,10,0,9
1543,BASICA,Diputados Locales,Monterrey,3,Acta contabilizada,589,390,133,106,8,16,5,49,31,0,0,16,13,13,0,0
1543,CONTIGUA 1,Diputados Locales,Monterrey,3,Acta contabilizada,589,376,141,82,7,14,12,34,18,4,0,11,14,16,0,23
1544,BASICA,Diputados Locales,Monterrey,2,Acta contabilizada,551,363,85,125,4,19,21,44,12,1,1,4,11,21,0,15
1544,CONTIGUA 1,Diputados Locales,Monterrey,2,Acta contabilizada,550,315,60,121,5,21,14,27,11,1,2,9,4,24,0,16
1544,CONTIGUA 2,Diputados Locales,Monterrey,2,Acta contabilizada,550,335,71,126,5,16,10,50,15,1,4,6,4,16,0,11
1545,BASICA,Diputados Locales,Monterrey,2,Acta contabilizada,631,359,78,97,7,22,23,29,14,0,5,10,11,48,0,15
1545,CONTIGUA 1,Diputados Locales,Monterrey,2,Acta contabilizada,631,360,94,108,8,15,12,31,20,1,2,8,6,38,0,17
1545,CONTIGUA 2,Diputados Locales,Monterrey,2,Acta contabilizada,630,405,92,126,5,19,12,48,20,40,5,17,11,0,0,10
1546,BASICA,Diputados Locales,Monterrey,2,Acta contabilizada,613,361,66,134,5,24,10,28,16,0,1,8,11,53,0,5
1546,CONTIGUA 1,Diputados Locales,Monterrey,2,Acta contabilizada,613,344,73,122,4,24,18,25,7,2,3,9,6,42,0,9
1546,CONTIGUA 2,Diputados Locales,Monterrey,2,Acta contabilizada,612,369,77,145,2,30,16,23,6,1,2,9,6,45,0,7
1547,BASICA,Diputados Locales,Monterrey,2,Acta contabilizada,587,267,45,117,1,45,8,13,7,1,3,1,6,20,0,0
1547,CONTIGUA 1,Diputados Locales,Monterrey,2,Acta contabilizada,587,330,44,128,8,55,15,20,9,1,0,8,5,26,0,11
1547,CONTIGUA 2,Diputados Locales,Monterrey,2,Acta contabilizada,586,320,60,108,3,54,9,24,9,1,0,7,8,24,0,13
1548,BASICA,Diputados Locales,Monterrey,2,Acta contabilizada,720,353,45,187,4,47,0,10,8,0,1,8,12,21,0,10
1548,CONTIGUA 1,Diputados Locales,Monterrey,2,Acta contabilizada,719,364,44,184,3,53,8,19,5,4,2,5,4,15,0,18
1548,CONTIGUA 2,Diputados Locales,Monterrey,2,Acta contabilizada,719,346,36,181,2,48,10,13,5,0,4,1,8,21,0,17
1549,BASICA,Diputados Locales,Monterrey,2,Acta contabilizada,518,252,23,87,4,67,17,5,5,3,1,1,4,22,0,13
1549,CONTIGUA 1,Diputados Locales,Monterrey,2,Acta contabilizada,518,260,32,89,0,78,11,9,3,0,2,6,5,17,0,8
1549,CONTIGUA 2,Diputados Locales,Monterrey,2,Acta contabilizada,518,240,34,78,3,52,13,8,6,1,1,4,6,18,0,16
1550,BASICA,Diputados Locales,Monterrey,2,Acta contabilizada,552,271,33,59,3,122,8,7,4,0,1,1,7,14,0,12
1550,CONTIGUA 1,Diputados Locales,Monterrey,2,Acta contabilizada,551,263,17,49,2,155,7,4,3,0,0,0,0,15,0,11
